Время_[с]	Перемещение_[мм]	Усилие_[Н]
261.90	4.680	3.64250E+3
262.00	4.682	3.65620E+3
262.10	4.684	3.67160E+3
262.20	4.686	3.68620E+3
262.30	4.688	3.70000E+3
262.40	4.690	3.71290E+3
262.50	4.692	3.72690E+3
262.60	4.693	3.74130E+3
262.70	4.695	3.75370E+3
262.80	4.697	3.76460E+3
262.90	4.699	3.77620E+3
263.00	4.701	3.78740E+3
263.10	4.702	3.79680E+3
263.20	4.704	3.80450E+3
263.30	4.706	3.76480E+3
263.40	4.708	3.69250E+3
263.50	4.710	3.70370E+3
263.60	4.711	3.71750E+3
263.70	4.713	3.73180E+3
263.80	4.715	3.74600E+3
263.90	4.717	3.75980E+3
264.00	4.719	3.77230E+3
264.10	4.720	3.78460E+3
264.20	4.722	3.79630E+3
264.30	4.724	3.80130E+3
264.40	4.726	3.67860E+3
264.50	4.728	3.66340E+3
264.60	4.729	3.67550E+3
264.70	4.731	3.68990E+3
264.80	4.733	3.70440E+3
264.90	4.735	3.71800E+3
265.00	4.737	3.73170E+3
265.10	4.739	3.74530E+3
265.20	4.740	3.75800E+3
265.30	4.742	3.77000E+3
265.40	4.744	3.78360E+3
265.50	4.746	3.79390E+3
265.60	4.748	3.80470E+3
265.70	4.749	3.81220E+3
265.80	4.751	3.80460E+3
265.90	4.753	3.75850E+3
266.00	4.755	3.76320E+3
266.10	4.756	3.77470E+3
266.20	4.758	3.78610E+3
266.30	4.760	3.79650E+3
266.40	4.762	3.80410E+3
266.50	4.764	3.80800E+3
266.60	4.765	3.81060E+3
266.70	4.767	3.76190E+3
266.80	4.769	3.76270E+3
266.90	4.771	3.77270E+3
267.00	4.772	3.78430E+3
267.10	4.774	3.79470E+3
267.20	4.776	3.80390E+3
267.30	4.778	3.81040E+3
267.40	4.779	3.64470E+3
267.50	4.781	3.65020E+3
267.60	4.783	3.66360E+3
267.70	4.785	3.67680E+3
267.80	4.786	3.69030E+3
267.90	4.788	3.70390E+3
268.00	4.790	3.71710E+3
268.10	4.792	3.73030E+3
268.20	4.793	3.74250E+3
268.30	4.795	3.75450E+3
268.40	4.797	3.76600E+3
268.50	4.799	3.77670E+3
268.60	4.800	3.78710E+3
268.70	4.802	3.79640E+3
268.80	4.804	3.80490E+3
268.90	4.806	3.77210E+3
269.00	4.807	3.72380E+3
269.10	4.809	3.73560E+3
269.20	4.811	3.74930E+3
269.30	4.813	3.76210E+3
269.40	4.814	3.77550E+3
269.50	4.816	3.78820E+3
269.60	4.818	3.80010E+3
269.70	4.819	3.81120E+3
269.80	4.821	3.81950E+3
269.90	4.823	3.82720E+3
270.00	4.825	3.83400E+3
270.10	4.827	3.68770E+3
270.20	4.828	3.69030E+3
270.30	4.830	3.70280E+3
270.40	4.832	3.71710E+3
270.50	4.834	3.73070E+3
270.60	4.835	3.74380E+3
270.70	4.837	3.75650E+3
270.80	4.839	3.76920E+3
270.90	4.841	3.78230E+3
271.00	4.842	3.79390E+3
271.10	4.844	3.80480E+3
271.20	4.846	3.81540E+3
271.30	4.848	3.82450E+3
271.40	4.849	3.83180E+3
271.50	4.851	3.83690E+3
271.60	4.853	3.68960E+3
271.70	4.855	3.68160E+3
271.80	4.857	3.69430E+3
271.90	4.858	3.70940E+3
272.00	4.860	3.72280E+3
272.10	4.862	3.73660E+3
272.20	4.864	3.74970E+3
272.30	4.865	3.76240E+3
272.40	4.867	3.77500E+3
272.50	4.869	3.78740E+3
272.60	4.871	3.79920E+3
272.70	4.872	3.81070E+3
272.80	4.874	3.82110E+3
272.90	4.876	3.83090E+3
273.00	4.878	3.83940E+3
273.10	4.879	3.84620E+3
273.20	4.881	3.77090E+3
273.30	4.883	3.77380E+3
273.40	4.884	3.78580E+3
273.50	4.886	3.79800E+3
273.60	4.888	3.80980E+3
273.70	4.890	3.73670E+3
273.80	4.892	3.74080E+3
273.90	4.893	3.75340E+3
274.00	4.895	3.76630E+3
274.10	4.897	3.77890E+3
274.20	4.899	3.79150E+3
274.30	4.900	3.80190E+3
274.40	4.902	3.80920E+3
274.50	4.904	3.81400E+3
274.60	4.906	3.81780E+3
274.70	4.908	3.82030E+3
274.80	4.910	3.82400E+3
274.90	4.912	3.82480E+3
275.00	4.913	3.81710E+3
275.10	4.915	3.81430E+3
275.20	4.917	3.82040E+3
275.30	4.919	3.82870E+3
275.40	4.921	3.83710E+3
275.50	4.923	3.79140E+3
275.60	4.924	3.76050E+3
275.70	4.926	3.77040E+3
275.80	4.928	3.78300E+3
275.90	4.930	3.79610E+3
276.00	4.932	3.80870E+3
276.10	4.934	3.82190E+3
276.20	4.935	3.83440E+3
276.30	4.937	3.84490E+3
276.40	4.939	3.85160E+3
276.50	4.941	3.67190E+3
276.60	4.943	3.67770E+3
276.70	4.944	3.69120E+3
276.80	4.946	3.70550E+3
276.90	4.948	3.72010E+3
277.00	4.950	3.73400E+3
277.10	4.952	3.74750E+3
277.20	4.953	3.76010E+3
277.30	4.955	3.77290E+3
277.40	4.957	3.78620E+3
277.50	4.959	3.79700E+3
277.60	4.961	3.80760E+3
277.70	4.962	3.81730E+3
277.80	4.964	3.72020E+3
277.90	4.966	3.67660E+3
278.00	4.968	3.68790E+3
278.10	4.970	3.70190E+3
278.20	4.972	3.71600E+3
278.30	4.973	3.73100E+3
278.40	4.975	3.74530E+3
278.50	4.977	3.75800E+3
278.60	4.979	3.77080E+3
278.70	4.981	3.78380E+3
278.80	4.982	3.79560E+3
278.90	4.984	3.80800E+3
279.00	4.986	3.81910E+3
279.10	4.988	3.82920E+3
279.20	4.990	3.83980E+3
279.30	4.991	3.83460E+3
279.40	4.993	3.72420E+3
279.50	4.995	3.73110E+3
279.60	4.997	3.74500E+3
279.70	4.999	3.75830E+3
279.80	5.000	3.77150E+3
279.90	5.002	3.78380E+3
280.00	5.004	3.79560E+3
280.10	5.006	3.68760E+3
280.20	5.007	3.69100E+3
280.30	5.009	3.70390E+3
280.40	5.011	3.71750E+3
280.50	5.013	3.73180E+3
280.60	5.015	3.74600E+3
280.70	5.016	3.75980E+3
280.80	5.018	3.77240E+3
280.90	5.020	3.78610E+3
281.00	5.022	3.79770E+3
281.10	5.023	3.81070E+3
281.20	5.025	3.82220E+3
281.30	5.027	3.83240E+3
281.40	5.029	3.84240E+3
281.50	5.030	3.69160E+3
281.60	5.032	3.69570E+3
281.70	5.034	3.70860E+3
281.80	5.036	3.72210E+3
281.90	5.037	3.73580E+3
282.00	5.039	3.75030E+3
282.10	5.041	3.76300E+3
282.20	5.043	3.77610E+3
282.30	5.044	3.78790E+3
282.40	5.046	3.80020E+3
282.50	5.048	3.81180E+3
282.60	5.050	3.82330E+3
282.70	5.051	3.83390E+3
282.80	5.053	3.84390E+3
282.90	5.055	3.85290E+3
283.00	5.057	3.85580E+3
283.10	5.058	3.71490E+3
283.20	5.060	3.72260E+3
283.30	5.062	3.73560E+3
283.40	5.064	3.74890E+3
283.50	5.065	3.76200E+3
283.60	5.067	3.77520E+3
283.70	5.069	3.78820E+3
283.80	5.071	3.79990E+3
283.90	5.072	3.81260E+3
284.00	5.074	3.82420E+3
284.10	5.076	3.83540E+3
284.20	5.078	3.84460E+3
284.30	5.079	3.72340E+3
284.40	5.081	3.69930E+3
284.50	5.083	3.71090E+3
284.60	5.085	3.72500E+3
284.70	5.086	3.73830E+3
284.80	5.088	3.75290E+3
284.90	5.090	3.76580E+3
285.00	5.092	3.77930E+3
285.10	5.093	3.79200E+3
285.20	5.095	3.80340E+3
285.30	5.097	3.81560E+3
285.40	5.099	3.82710E+3
285.50	5.100	3.83800E+3
285.60	5.102	3.84780E+3
285.70	5.104	3.85660E+3
285.80	5.106	3.86420E+3
285.90	5.108	3.86810E+3
286.00	5.109	3.78980E+3
286.10	5.111	3.75600E+3
286.20	5.113	3.76710E+3
286.30	5.115	3.78040E+3
286.40	5.116	3.79300E+3
286.50	5.118	3.80630E+3
286.60	5.120	3.81940E+3
286.70	5.122	3.83330E+3
286.80	5.123	3.84520E+3
286.90	5.125	3.85630E+3
287.00	5.127	3.86650E+3
287.10	5.129	3.87450E+3
287.20	5.130	3.72570E+3
287.30	5.132	3.71940E+3
287.40	5.134	3.73150E+3
287.50	5.136	3.74530E+3
287.60	5.137	3.75980E+3
287.70	5.139	3.77370E+3
287.80	5.141	3.78720E+3
287.90	5.143	3.80010E+3
288.00	5.144	3.81220E+3
288.10	5.146	3.82500E+3
288.20	5.148	3.83660E+3
288.30	5.150	3.84850E+3
288.40	5.152	3.85950E+3
288.50	5.153	3.87100E+3
288.60	5.155	3.88030E+3
288.70	5.157	3.88590E+3
288.80	5.159	3.75760E+3
288.90	5.161	3.76380E+3
289.00	5.163	3.77820E+3
289.10	5.164	3.79220E+3
289.20	5.166	3.80650E+3
289.30	5.168	3.82030E+3
289.40	5.170	3.83280E+3
289.50	5.172	3.84720E+3
289.60	5.174	3.85800E+3
289.70	5.175	3.86980E+3
289.80	5.177	3.87920E+3
289.90	5.179	3.88060E+3
290.00	5.181	3.72090E+3
290.10	5.183	3.72910E+3
290.20	5.185	3.74430E+3
290.30	5.186	3.75890E+3
290.40	5.188	3.77300E+3
290.50	5.190	3.78660E+3
290.60	5.192	3.80090E+3
290.70	5.194	3.81410E+3
290.80	5.195	3.82690E+3
290.90	5.197	3.83890E+3
291.00	5.199	3.85110E+3
291.10	5.201	3.86240E+3
291.20	5.203	3.87300E+3
291.30	5.204	3.88380E+3
291.40	5.206	3.89000E+3
291.50	5.208	3.77630E+3
291.60	5.210	3.78150E+3
291.70	5.212	3.79450E+3
291.80	5.214	3.80870E+3
291.90	5.215	3.82240E+3
292.00	5.222	3.87210E+3
292.10	5.223	3.87350E+3
292.20	5.224	3.88360E+3
292.30	5.226	3.89120E+3
292.40	5.228	3.89520E+3
292.50	5.230	3.90030E+3
292.60	5.232	3.90160E+3
292.70	5.233	3.90230E+3
292.80	5.235	3.90620E+3
292.90	5.237	3.91020E+3
293.00	5.239	3.91310E+3
293.10	5.241	3.91270E+3
293.20	5.242	3.91000E+3
293.30	5.244	3.91070E+3
293.40	5.246	3.89030E+3
293.50	5.248	3.83170E+3
293.60	5.250	3.83820E+3
293.70	5.251	3.84930E+3
293.80	5.253	3.86100E+3
293.90	5.255	3.87380E+3
294.00	5.257	3.88460E+3
294.10	5.258	3.89460E+3
294.20	5.260	3.90350E+3
294.30	5.262	3.90840E+3
294.40	5.264	3.88200E+3
294.50	5.266	3.88520E+3
294.60	5.267	3.89530E+3
294.70	5.269	3.90610E+3
294.80	5.271	3.91460E+3
294.90	5.273	3.92090E+3
295.00	5.274	3.92660E+3
295.10	5.276	3.93080E+3
295.20	5.278	3.82200E+3
295.30	5.280	3.76220E+3
295.40	5.281	3.77270E+3
295.50	5.283	3.78590E+3
295.60	5.285	3.79920E+3
295.70	5.287	3.81230E+3
295.80	5.288	3.82630E+3
295.90	5.290	3.83930E+3
296.00	5.292	3.85120E+3
296.10	5.294	3.86360E+3
296.20	5.295	3.87490E+3
296.30	5.297	3.88540E+3
296.40	5.299	3.89660E+3
296.50	5.300	3.90670E+3
296.60	5.302	3.91610E+3
296.70	5.304	3.92530E+3
296.80	5.306	3.93210E+3
296.90	5.307	3.93700E+3
297.00	5.309	3.83110E+3
297.10	5.311	3.82340E+3
297.20	5.313	3.83500E+3
297.30	5.314	3.84810E+3
297.40	5.316	3.86100E+3
297.50	5.318	3.87380E+3
297.60	5.320	3.88730E+3
297.70	5.321	3.89950E+3
297.80	5.323	3.91060E+3
297.90	5.325	3.86450E+3
298.00	5.327	3.72960E+3
298.10	5.329	3.73960E+3
298.20	5.330	3.75280E+3
298.30	5.332	3.76690E+3
298.40	5.334	3.78040E+3
298.50	5.336	3.79460E+3
298.60	5.337	3.80710E+3
298.70	5.339	3.82010E+3
298.80	5.341	3.83170E+3
298.90	5.343	3.84420E+3
299.00	5.344	3.85500E+3
299.10	5.346	3.86520E+3
299.20	5.348	3.87110E+3
299.30	5.350	3.77430E+3
299.40	5.351	3.78310E+3
299.50	5.353	3.79780E+3
299.60	5.355	3.81160E+3
299.70	5.357	3.82560E+3
299.80	5.359	3.83940E+3
299.90	5.360	3.85240E+3
300.00	5.362	3.86450E+3
300.10	5.364	3.87640E+3
300.20	5.366	3.88800E+3
300.30	5.367	3.89890E+3
300.40	5.369	3.90980E+3
300.50	5.371	3.91960E+3
300.60	5.373	3.92780E+3
300.70	5.374	3.88260E+3
300.80	5.376	3.81060E+3
300.90	5.378	3.82040E+3
301.00	5.380	3.83360E+3
301.10	5.381	3.84670E+3
301.20	5.383	3.86040E+3
301.30	5.385	3.87400E+3
301.40	5.386	3.88680E+3
301.50	5.388	3.89860E+3
301.60	5.390	3.91090E+3
301.70	5.392	3.92210E+3
301.80	5.394	3.93260E+3
301.90	5.395	3.93640E+3
302.00	5.397	3.85020E+3
302.10	5.399	3.76210E+3
302.20	5.401	3.77230E+3
302.30	5.403	3.78670E+3
302.40	5.404	3.80100E+3
302.50	5.406	3.81450E+3
302.60	5.408	3.82800E+3
302.70	5.410	3.84230E+3
302.80	5.412	3.85650E+3
302.90	5.414	3.86950E+3
303.00	5.415	3.88110E+3
303.10	5.417	3.89300E+3
303.20	5.419	3.90400E+3
303.30	5.421	3.90090E+3
303.40	5.423	3.78790E+3
303.50	5.425	3.79610E+3
303.60	5.426	3.81010E+3
303.70	5.428	3.82330E+3
303.80	5.430	3.83750E+3
303.90	5.432	3.85080E+3
304.00	5.434	3.86450E+3
304.10	5.435	3.87920E+3
304.20	5.437	3.89130E+3
304.30	5.439	3.90370E+3
304.40	5.441	3.91530E+3
304.50	5.443	3.92440E+3
304.60	5.445	3.80540E+3
304.70	5.446	3.79800E+3
304.80	5.448	3.81040E+3
304.90	5.450	3.82470E+3
305.00	5.452	3.83860E+3
305.10	5.454	3.85200E+3
305.20	5.455	3.86480E+3
305.30	5.457	3.87820E+3
305.40	5.459	3.88880E+3
305.50	5.461	3.89750E+3
305.60	5.463	3.90290E+3
305.70	5.464	3.91090E+3
305.80	5.466	3.91900E+3
305.90	5.468	3.92850E+3
306.00	5.470	3.93560E+3
306.10	5.472	3.79170E+3
306.20	5.474	3.77360E+3
306.30	5.475	3.78530E+3
306.40	5.477	3.79880E+3
306.50	5.479	3.81220E+3
306.60	5.481	3.82640E+3
306.70	5.483	3.84010E+3
306.80	5.484	3.85330E+3
306.90	5.486	3.86730E+3
307.00	5.488	3.88030E+3
307.10	5.490	3.89230E+3
307.20	5.492	3.90370E+3
307.30	5.493	3.91450E+3
307.40	5.495	3.92460E+3
307.50	5.497	3.93310E+3
307.60	5.499	3.82680E+3
307.70	5.501	3.82880E+3
307.80	5.502	3.84260E+3
307.90	5.504	3.85600E+3
308.00	5.506	3.86920E+3
308.10	5.508	3.88230E+3
308.20	5.509	3.89530E+3
308.30	5.511	3.90820E+3
308.40	5.513	3.92040E+3
308.50	5.515	3.93240E+3
308.60	5.517	3.83800E+3
308.70	5.518	3.75160E+3
308.80	5.520	3.76310E+3
308.90	5.522	3.77660E+3
309.00	5.524	3.79050E+3
309.10	5.525	3.80380E+3
309.20	5.527	3.81770E+3
309.30	5.529	3.83070E+3
309.40	5.531	3.84280E+3
309.50	5.532	3.85490E+3
309.60	5.534	3.86800E+3
309.70	5.536	3.87960E+3
309.80	5.538	3.89040E+3
309.90	5.539	3.90040E+3
310.00	5.541	3.76570E+3
310.10	5.543	3.75430E+3
310.20	5.545	3.76680E+3
310.30	5.546	3.78020E+3
310.40	5.548	3.79330E+3
310.50	5.550	3.80690E+3
310.60	5.552	3.82120E+3
310.70	5.553	3.83430E+3
310.80	5.555	3.84730E+3
310.90	5.557	3.85940E+3
311.00	5.559	3.87140E+3
311.10	5.560	3.88370E+3
311.20	5.562	3.89460E+3
311.30	5.564	3.90580E+3
311.40	5.566	3.91670E+3
311.50	5.567	3.92710E+3
311.60	5.569	3.93680E+3
311.70	5.571	3.77380E+3
311.80	5.573	3.78080E+3
311.90	5.574	3.79420E+3
312.00	5.576	3.80840E+3
312.10	5.578	3.82190E+3
312.20	5.580	3.83590E+3
312.30	5.581	3.84870E+3
312.40	5.583	3.86250E+3
312.50	5.585	3.87530E+3
312.60	5.587	3.88700E+3
312.70	5.588	3.89880E+3
312.80	5.590	3.91050E+3
312.90	5.592	3.92120E+3
313.00	5.594	3.92820E+3
313.10	5.595	3.80520E+3
313.20	5.597	3.81020E+3
313.30	5.599	3.82510E+3
313.40	5.601	3.83890E+3
313.50	5.602	3.85310E+3
313.60	5.604	3.86580E+3
313.70	5.606	3.87950E+3
313.80	5.608	3.89240E+3
313.90	5.610	3.90530E+3
314.00	5.611	3.91740E+3
314.10	5.613	3.92840E+3
314.20	5.615	3.93900E+3
314.30	5.617	3.94810E+3
314.40	5.618	3.79910E+3
314.50	5.620	3.78790E+3
314.60	5.622	3.79960E+3
314.70	5.624	3.81290E+3
314.80	5.625	3.82660E+3
314.90	5.627	3.83970E+3
315.00	5.629	3.85290E+3
315.10	5.631	3.86600E+3
315.20	5.632	3.87820E+3
315.30	5.634	3.89040E+3
315.40	5.636	3.90190E+3
315.50	5.638	3.91250E+3
315.60	5.639	3.92270E+3
315.70	5.641	3.93240E+3
315.80	5.643	3.83430E+3
315.90	5.645	3.82510E+3
316.00	5.646	3.83730E+3
316.10	5.648	3.85190E+3
316.20	5.650	3.86520E+3
316.30	5.652	3.87970E+3
316.40	5.654	3.89230E+3
316.50	5.655	3.90540E+3
316.60	5.657	3.91840E+3
316.70	5.659	3.93120E+3
316.80	5.661	3.94360E+3
316.90	5.663	3.95270E+3
317.00	5.665	3.95530E+3
317.10	5.667	3.94760E+3
317.20	5.668	3.93840E+3
317.30	5.670	3.93860E+3
317.40	5.672	3.94470E+3
317.50	5.674	3.95080E+3
317.60	5.676	3.95620E+3
317.70	5.677	3.95910E+3
317.80	5.679	3.79210E+3
317.90	5.681	3.79600E+3
318.00	5.683	3.81030E+3
318.10	5.685	3.82540E+3
318.20	5.687	3.83900E+3
318.30	5.688	3.85250E+3
318.40	5.690	3.86680E+3
318.50	5.692	3.88000E+3
318.60	5.694	3.89270E+3
318.70	5.696	3.90420E+3
318.80	5.698	3.91670E+3
318.90	5.699	3.92820E+3
319.00	5.701	3.93820E+3
319.10	5.703	3.94750E+3
319.20	5.705	3.95520E+3
319.30	5.707	3.83340E+3
319.40	5.708	3.83840E+3
319.50	5.710	3.85130E+3
319.60	5.712	3.86510E+3
319.70	5.714	3.87910E+3
319.80	5.716	3.89380E+3
319.90	5.717	3.90680E+3
320.00	5.719	3.91930E+3
320.10	5.721	3.93230E+3
320.20	5.723	3.94440E+3
320.30	5.725	3.95560E+3
320.40	5.726	3.96490E+3
320.50	5.728	3.97170E+3
320.60	5.730	3.94770E+3
320.70	5.732	3.94730E+3
320.80	5.734	3.95690E+3
320.90	5.735	3.96630E+3
321.00	5.737	3.82480E+3
321.10	5.739	3.81880E+3
321.20	5.741	3.83160E+3
321.30	5.743	3.84510E+3
321.40	5.744	3.85880E+3
321.50	5.746	3.87230E+3
321.60	5.748	3.88700E+3
321.70	5.750	3.89970E+3
321.80	5.752	3.91210E+3
321.90	5.753	3.92380E+3
322.00	5.755	3.93520E+3
322.10	5.757	3.94620E+3
322.20	5.759	3.95660E+3
322.30	5.760	3.96570E+3
322.40	5.762	3.85580E+3
322.50	5.764	3.86020E+3
322.60	5.766	3.87380E+3
322.70	5.768	3.88760E+3
322.80	5.769	3.90200E+3
322.90	5.771	3.91540E+3
323.00	5.773	3.92900E+3
323.10	5.775	3.94130E+3
323.20	5.776	3.95310E+3
323.30	5.778	3.96510E+3
323.40	5.780	3.97550E+3
323.50	5.782	3.98380E+3
323.60	5.783	3.99110E+3
323.70	5.785	3.84690E+3
323.80	5.787	3.82810E+3
323.90	5.789	3.83980E+3
324.00	5.790	3.85310E+3
324.10	5.792	3.86670E+3
324.20	5.794	3.88030E+3
324.30	5.796	3.89240E+3
324.40	5.797	3.90730E+3
324.50	5.799	3.91930E+3
324.60	5.801	3.93090E+3
324.70	5.803	3.94170E+3
324.80	5.804	3.95250E+3
324.90	5.806	3.90150E+3
325.00	5.808	3.85280E+3
325.10	5.810	3.86300E+3
325.20	5.811	3.87720E+3
325.30	5.813	3.89080E+3
325.40	5.815	3.90470E+3
325.50	5.817	3.91780E+3
325.60	5.818	3.93100E+3
325.70	5.820	3.94360E+3
325.80	5.822	3.95490E+3
325.90	5.824	3.96690E+3
326.00	5.825	3.97790E+3
326.10	5.827	3.98860E+3
326.20	5.829	3.99680E+3
326.30	5.831	4.00450E+3
326.40	5.832	3.85040E+3
326.50	5.834	3.84200E+3
326.60	5.836	3.85400E+3
326.70	5.838	3.86740E+3
326.80	5.839	3.88130E+3
326.90	5.841	3.89490E+3
327.00	5.843	3.90780E+3
327.10	5.845	3.92050E+3
327.20	5.846	3.93440E+3
327.30	5.848	3.94600E+3
327.40	5.850	3.95780E+3
327.50	5.852	3.96870E+3
327.60	5.853	3.97880E+3
327.70	5.855	3.98810E+3
327.80	5.857	3.86870E+3
327.90	5.859	3.86430E+3
328.00	5.861	3.87610E+3
328.10	5.862	3.89010E+3
328.20	5.864	3.90350E+3
328.30	5.866	3.91620E+3
328.40	5.868	3.92920E+3
328.50	5.869	3.94230E+3
328.60	5.871	3.95410E+3
328.70	5.873	3.96500E+3
328.80	5.875	3.97480E+3
328.90	5.876	3.82270E+3
329.00	5.878	3.82660E+3
329.10	5.880	3.83900E+3
329.20	5.882	3.85220E+3
329.30	5.883	3.86550E+3
329.40	5.885	3.87900E+3
329.50	5.887	3.89230E+3
329.60	5.889	3.90510E+3
329.70	5.890	3.91830E+3
329.80	5.892	3.92980E+3
329.90	5.894	3.94210E+3
330.00	5.896	3.95330E+3
330.10	5.897	3.96170E+3
330.20	5.899	3.95020E+3
330.30	5.901	3.91530E+3
330.40	5.903	3.91750E+3
330.50	5.905	3.92850E+3
330.60	5.906	3.94010E+3
330.70	5.908	3.95250E+3
330.80	5.910	3.96430E+3
330.90	5.912	3.97500E+3
331.00	5.914	3.98030E+3
331.10	5.916	3.95620E+3
331.20	5.918	3.89300E+3
331.30	5.920	3.90070E+3
331.40	5.921	3.91310E+3
331.50	5.923	3.92540E+3
331.60	5.925	3.93790E+3
331.70	5.927	3.94930E+3
331.80	5.928	3.96140E+3
331.90	5.930	3.97090E+3
332.00	5.932	3.97360E+3
332.10	5.934	3.83860E+3
332.20	5.936	3.84670E+3
332.30	5.938	3.85950E+3
332.40	5.939	3.87320E+3
332.50	5.941	3.88840E+3
332.60	5.943	3.90170E+3
332.70	5.945	3.91660E+3
332.80	5.947	3.92870E+3
332.90	5.949	3.94150E+3
333.00	5.950	3.95420E+3
333.10	5.952	3.96500E+3
333.20	5.954	3.97630E+3
333.30	5.956	3.98650E+3
333.40	5.958	3.93990E+3
333.50	5.959	3.94100E+3
333.60	5.961	3.95240E+3
333.70	5.963	3.96510E+3
333.80	5.965	3.97760E+3
333.90	5.967	3.98810E+3
334.00	5.968	3.99620E+3
334.10	5.970	3.99830E+3
334.20	5.972	3.97430E+3
334.30	5.974	3.96470E+3
334.40	5.976	3.96810E+3
334.50	5.977	3.97670E+3
334.60	5.979	3.98690E+3
334.70	5.981	3.97850E+3
334.80	5.983	3.91420E+3
334.90	5.985	3.91640E+3
335.00	5.987	3.92830E+3
335.10	5.988	3.94110E+3
335.20	5.990	3.95340E+3
335.30	5.992	3.96560E+3
335.40	5.994	3.97710E+3
335.50	5.996	3.98650E+3
335.60	5.997	3.88360E+3
335.70	5.999	3.89070E+3
335.80	6.001	3.90340E+3
335.90	6.003	3.91670E+3
336.00	6.004	3.93020E+3
336.10	6.006	3.94330E+3
336.20	6.008	3.95600E+3
336.30	6.010	3.96870E+3
336.40	6.011	3.98180E+3
336.50	6.013	3.99310E+3
336.60	6.015	4.00390E+3
336.70	6.017	4.01200E+3
336.80	6.019	4.01880E+3
336.90	6.020	4.02570E+3
337.00	6.022	4.01330E+3
337.10	6.024	3.84280E+3
337.20	6.026	3.84980E+3
337.30	6.028	3.86370E+3
337.40	6.029	3.87730E+3
337.50	6.031	3.89010E+3
337.60	6.033	3.90380E+3
337.70	6.034	3.91680E+3
337.80	6.036	3.92940E+3
337.90	6.038	3.94110E+3
338.00	6.040	3.95300E+3
338.10	6.041	3.96430E+3
338.20	6.043	3.97570E+3
338.30	6.045	3.98720E+3
338.40	6.047	3.99680E+3
338.50	6.048	4.00580E+3
338.60	6.050	4.01380E+3
338.70	6.052	3.91230E+3
338.80	6.054	3.90490E+3
338.90	6.055	3.91620E+3
339.00	6.057	3.92950E+3
339.10	6.059	3.94230E+3
339.20	6.061	3.95640E+3
339.30	6.062	3.96930E+3
339.40	6.064	3.98170E+3
339.50	6.066	3.99430E+3
339.60	6.068	4.00570E+3
339.70	6.069	4.01670E+3
339.80	6.071	4.02650E+3
339.90	6.073	4.03390E+3
340.00	6.075	4.03990E+3
340.10	6.076	3.98430E+3
340.20	6.078	3.97840E+3
340.30	6.080	3.98770E+3
340.40	6.082	3.99980E+3
340.50	6.083	4.01090E+3
340.60	6.085	4.02150E+3
340.70	6.087	4.02980E+3
340.80	6.089	4.03390E+3
340.90	6.090	4.03980E+3
341.00	6.092	3.92790E+3
341.10	6.094	3.87850E+3
341.20	6.096	3.88950E+3
341.30	6.097	3.90230E+3
341.40	6.099	3.91610E+3
341.50	6.101	3.93000E+3
341.60	6.103	3.94240E+3
341.70	6.105	3.95540E+3
341.80	6.106	3.96760E+3
341.90	6.108	3.97810E+3
342.00	6.110	3.98710E+3
342.10	6.112	3.99180E+3
342.20	6.113	3.99850E+3
342.30	6.115	4.00430E+3
342.40	6.117	3.99450E+3
342.50	6.119	3.98120E+3
342.60	6.120	3.98210E+3
342.70	6.122	3.99260E+3
342.80	6.124	4.00360E+3
342.90	6.126	4.01280E+3
343.00	6.127	4.01680E+3
343.10	6.129	3.97760E+3
343.20	6.131	3.96310E+3
343.30	6.133	3.97170E+3
343.40	6.134	3.98320E+3
343.50	6.136	3.99570E+3
343.60	6.138	4.00670E+3
343.70	6.140	4.01770E+3
343.80	6.141	4.02500E+3
343.90	6.143	4.02950E+3
344.00	6.145	4.03080E+3
344.10	6.147	4.03110E+3
344.20	6.148	4.03150E+3
344.30	6.150	4.03360E+3
344.40	6.152	4.03690E+3
344.50	6.154	4.04110E+3
344.60	6.156	4.04500E+3
344.70	6.158	4.04970E+3
344.80	6.160	4.05460E+3
344.90	6.161	4.05840E+3
345.00	6.163	4.06150E+3
345.10	6.165	3.91730E+3
345.20	6.167	3.91960E+3
345.30	6.169	3.93250E+3
345.40	6.171	3.94600E+3
345.50	6.172	3.95930E+3
345.60	6.174	3.97300E+3
345.70	6.176	3.98650E+3
345.80	6.178	3.99930E+3
345.90	6.179	4.01130E+3
346.00	6.181	4.02280E+3
346.10	6.183	4.03460E+3
346.20	6.185	4.04570E+3
346.30	6.187	4.05480E+3
346.40	6.189	4.06290E+3
346.50	6.191	3.90660E+3
346.60	6.192	3.86880E+3
346.70	6.194	3.88100E+3
346.80	6.196	3.89380E+3
346.90	6.198	3.90820E+3
347.00	6.200	3.92150E+3
347.10	6.201	3.93490E+3
347.20	6.203	3.94810E+3
347.30	6.205	3.96090E+3
347.40	6.207	3.97380E+3
347.50	6.209	3.98520E+3
347.60	6.210	3.99660E+3
347.70	6.212	4.00630E+3
347.80	6.214	3.87290E+3
347.90	6.216	3.87960E+3
348.00	6.218	3.89340E+3
348.10	6.219	3.90740E+3
348.20	6.221	3.92100E+3
348.30	6.223	3.93480E+3
348.40	6.225	3.94780E+3
348.50	6.227	3.96180E+3
348.60	6.228	3.97440E+3
348.70	6.230	3.98730E+3
348.80	6.232	3.99960E+3
348.90	6.234	4.01120E+3
349.00	6.236	4.02300E+3
349.10	6.238	4.03370E+3
