Время_[с]	Перемещение_[мм]	Усилие_[Н]
87.10	1.560	2.78230E+3
87.20	1.562	2.78950E+3
87.30	1.564	2.71970E+3
87.40	1.566	2.72330E+3
87.50	1.567	2.73640E+3
87.60	1.569	2.75000E+3
87.70	1.571	2.76290E+3
87.80	1.573	2.77540E+3
87.90	1.574	2.78690E+3
88.00	1.576	2.79530E+3
88.10	1.578	2.73790E+3
88.20	1.580	2.73060E+3
88.30	1.581	2.74350E+3
88.40	1.583	2.75740E+3
88.50	1.585	2.77050E+3
88.60	1.587	2.78290E+3
88.70	1.588	2.79390E+3
88.80	1.590	2.74230E+3
88.90	1.592	2.73290E+3
89.00	1.594	2.74520E+3
89.10	1.595	2.75930E+3
89.20	1.597	2.77330E+3
89.30	1.599	2.78640E+3
89.40	1.601	2.79820E+3
89.50	1.603	2.80760E+3
89.60	1.604	2.81400E+3
89.70	1.606	2.74430E+3
89.80	1.608	2.75340E+3
89.90	1.610	2.76750E+3
90.00	1.612	2.78100E+3
90.10	1.613	2.79480E+3
90.20	1.615	2.80690E+3
90.30	1.617	2.81680E+3
90.40	1.619	2.82330E+3
90.50	1.620	2.80480E+3
90.60	1.622	2.80500E+3
90.70	1.624	2.81410E+3
90.80	1.626	2.82340E+3
90.90	1.627	2.83030E+3
91.00	1.629	2.76840E+3
91.10	1.631	2.77170E+3
91.20	1.632	2.78380E+3
91.30	1.634	2.79750E+3
91.40	1.636	2.80990E+3
91.50	1.638	2.82190E+3
91.60	1.639	2.83280E+3
91.70	1.641	2.83960E+3
91.80	1.643	2.84510E+3
91.90	1.645	2.78240E+3
92.00	1.646	2.78830E+3
92.10	1.648	2.80190E+3
92.20	1.650	2.81530E+3
92.30	1.652	2.82740E+3
92.40	1.654	2.83940E+3
92.50	1.655	2.78230E+3
92.60	1.657	2.78580E+3
92.70	1.659	2.79960E+3
92.80	1.661	2.81540E+3
92.90	1.663	2.82890E+3
93.00	1.665	2.84100E+3
93.10	1.667	2.85020E+3
93.20	1.668	2.85640E+3
93.30	1.670	2.81940E+3
93.40	1.672	2.79600E+3
93.50	1.674	2.80710E+3
93.60	1.676	2.82090E+3
93.70	1.677	2.83480E+3
93.80	1.679	2.84790E+3
93.90	1.681	2.85680E+3
94.00	1.683	2.79910E+3
94.10	1.685	2.80400E+3
94.20	1.687	2.81750E+3
94.30	1.688	2.83110E+3
94.40	1.690	2.84390E+3
94.50	1.692	2.85650E+3
94.60	1.694	2.86570E+3
94.70	1.696	2.79080E+3
94.80	1.698	2.79710E+3
94.90	1.700	2.81100E+3
95.00	1.701	2.82500E+3
95.10	1.703	2.83810E+3
95.20	1.705	2.85010E+3
95.30	1.707	2.85900E+3
95.40	1.709	2.83410E+3
95.50	1.710	2.83640E+3
95.60	1.712	2.84940E+3
95.70	1.714	2.86180E+3
95.80	1.716	2.87120E+3
95.90	1.718	2.87740E+3
96.00	1.719	2.88280E+3
96.10	1.721	2.82940E+3
96.20	1.723	2.81680E+3
96.30	1.725	2.82870E+3
96.40	1.727	2.84270E+3
96.50	1.728	2.85580E+3
96.60	1.730	2.86820E+3
96.70	1.732	2.87810E+3
96.80	1.734	2.88590E+3
96.90	1.736	2.81660E+3
97.00	1.738	2.82370E+3
97.10	1.739	2.83740E+3
97.20	1.741	2.85080E+3
97.30	1.743	2.86370E+3
97.40	1.745	2.87670E+3
97.50	1.747	2.88670E+3
97.60	1.748	2.89370E+3
97.70	1.750	2.83880E+3
97.80	1.752	2.82610E+3
97.90	1.754	2.83730E+3
98.00	1.755	2.85000E+3
98.10	1.757	2.86260E+3
98.20	1.759	2.87350E+3
98.30	1.761	2.88380E+3
98.40	1.763	2.88190E+3
98.50	1.764	2.84650E+3
98.60	1.766	2.85550E+3
98.70	1.768	2.86800E+3
98.80	1.770	2.88020E+3
98.90	1.772	2.89080E+3
99.00	1.773	2.85470E+3
99.10	1.775	2.82740E+3
99.20	1.777	2.83930E+3
99.30	1.778	2.85250E+3
99.40	1.780	2.86500E+3
99.50	1.782	2.87740E+3
99.60	1.784	2.88900E+3
99.70	1.785	2.89880E+3
99.80	1.787	2.83120E+3
99.90	1.789	2.83650E+3
100.00	1.791	2.84930E+3
100.10	1.792	2.86360E+3
100.20	1.794	2.87660E+3
100.30	1.796	2.88850E+3
100.40	1.798	2.89890E+3
100.50	1.799	2.89920E+3
100.60	1.801	2.83430E+3
100.70	1.803	2.84350E+3
100.80	1.805	2.85750E+3
100.90	1.806	2.87030E+3
101.00	1.808	2.88410E+3
101.10	1.810	2.89570E+3
101.20	1.812	2.90620E+3
101.30	1.813	2.91270E+3
101.40	1.815	2.91770E+3
101.50	1.817	2.83640E+3
101.60	1.819	2.83900E+3
101.70	1.820	2.85180E+3
101.80	1.822	2.86500E+3
101.90	1.824	2.87800E+3
102.00	1.826	2.89160E+3
102.10	1.827	2.90310E+3
102.20	1.829	2.91310E+3
102.30	1.831	2.84260E+3
102.40	1.833	2.85020E+3
102.50	1.834	2.86320E+3
102.60	1.836	2.87670E+3
102.70	1.838	2.88990E+3
102.80	1.840	2.90160E+3
102.90	1.841	2.91290E+3
103.00	1.843	2.87380E+3
103.10	1.845	2.87960E+3
103.20	1.847	2.89160E+3
103.30	1.848	2.90450E+3
103.40	1.850	2.91620E+3
103.50	1.852	2.91960E+3
103.60	1.854	2.86890E+3
103.70	1.856	2.87590E+3
103.80	1.857	2.88930E+3
103.90	1.859	2.90110E+3
104.00	1.861	2.90010E+3
104.10	1.863	2.89140E+3
104.20	1.864	2.89720E+3
104.30	1.866	2.90830E+3
104.40	1.868	2.91840E+3
104.50	1.870	2.92460E+3
104.60	1.872	2.85140E+3
104.70	1.873	2.85790E+3
104.80	1.875	2.87050E+3
104.90	1.877	2.88420E+3
105.00	1.878	2.89690E+3
105.10	1.880	2.90920E+3
105.20	1.882	2.92070E+3
105.30	1.884	2.93010E+3
105.40	1.885	2.93680E+3
105.50	1.887	2.94240E+3
105.60	1.889	2.87490E+3
105.70	1.891	2.88310E+3
105.80	1.892	2.89640E+3
105.90	1.894	2.90980E+3
106.00	1.896	2.92210E+3
106.10	1.898	2.93390E+3
106.20	1.899	2.94280E+3
106.30	1.901	2.94770E+3
106.40	1.903	2.92240E+3
106.50	1.905	2.90350E+3
106.60	1.907	2.91450E+3
106.70	1.909	2.92750E+3
106.80	1.911	2.94060E+3
106.90	1.912	2.95030E+3
107.00	1.914	2.95530E+3
107.10	1.916	2.94500E+3
107.20	1.918	2.94560E+3
107.30	1.920	2.95450E+3
107.40	1.922	2.94470E+3
107.50	1.923	2.88990E+3
107.60	1.925	2.90190E+3
107.70	1.927	2.91530E+3
107.80	1.929	2.92980E+3
107.90	1.931	2.94300E+3
108.00	1.932	2.95500E+3
108.10	1.934	2.96500E+3
108.20	1.936	2.90030E+3
108.30	1.938	2.89650E+3
108.40	1.940	2.90930E+3
108.50	1.942	2.92400E+3
108.60	1.943	2.93850E+3
108.70	1.945	2.95170E+3
108.80	1.947	2.96310E+3
108.90	1.949	2.97250E+3
109.00	1.951	2.98010E+3
109.10	1.953	2.98590E+3
109.20	1.954	2.90650E+3
109.30	1.956	2.91090E+3
109.40	1.958	2.92440E+3
109.50	1.960	2.93780E+3
109.60	1.962	2.95060E+3
109.70	1.963	2.96380E+3
109.80	1.965	2.97490E+3
109.90	1.967	2.93030E+3
110.00	1.969	2.91900E+3
110.10	1.971	2.93210E+3
110.20	1.973	2.94620E+3
110.30	1.974	2.95990E+3
110.40	1.976	2.97310E+3
110.50	1.978	2.98390E+3
110.60	1.980	2.99180E+3
110.70	1.982	2.99820E+3
110.80	1.983	2.98070E+3
110.90	1.985	2.92540E+3
111.00	1.987	2.93770E+3
111.10	1.989	2.95150E+3
111.20	1.991	2.96480E+3
111.30	1.993	2.97660E+3
111.40	1.994	2.98810E+3
111.50	1.996	2.99510E+3
111.60	1.998	2.93430E+3
111.70	2.000	2.94220E+3
111.80	2.002	2.95540E+3
111.90	2.003	2.96930E+3
112.00	2.005	2.98210E+3
112.10	2.007	2.99370E+3
112.20	2.009	3.00280E+3
112.30	2.010	3.00940E+3
112.40	2.012	2.93620E+3
112.50	2.014	2.93860E+3
112.60	2.016	2.95210E+3
112.70	2.018	2.96500E+3
112.80	2.019	2.97920E+3
112.90	2.021	2.99120E+3
113.00	2.023	3.00210E+3
113.10	2.025	3.01070E+3
113.20	2.026	3.00500E+3
113.30	2.028	2.94470E+3
113.40	2.030	2.95420E+3
113.50	2.032	2.96730E+3
113.60	2.033	2.98040E+3
113.70	2.035	2.99370E+3
113.80	2.037	3.00450E+3
113.90	2.039	3.01480E+3
114.00	2.040	3.02060E+3
114.10	2.042	2.94710E+3
114.20	2.044	2.95140E+3
114.30	2.045	2.96400E+3
114.40	2.047	2.97740E+3
114.50	2.049	2.98970E+3
114.60	2.051	3.00180E+3
114.70	2.052	3.01290E+3
114.80	2.054	2.94230E+3
114.90	2.056	2.94590E+3
115.00	2.058	2.95880E+3
115.10	2.059	2.97230E+3
115.20	2.061	2.98470E+3
115.30	2.063	2.99800E+3
115.40	2.065	3.00960E+3
115.50	2.066	3.01990E+3
115.60	2.068	3.02800E+3
115.70	2.070	2.95700E+3
115.80	2.072	2.94500E+3
115.90	2.073	2.95790E+3
116.00	2.075	2.97190E+3
116.10	2.077	2.98510E+3
116.20	2.079	2.99820E+3
116.30	2.080	3.01010E+3
116.40	2.082	3.02260E+3
116.50	2.084	3.03270E+3
116.60	2.086	3.03850E+3
116.70	2.087	2.96220E+3
116.80	2.089	2.96720E+3
116.90	2.091	2.98080E+3
117.00	2.093	2.99400E+3
117.10	2.095	3.00680E+3
117.20	2.096	3.01910E+3
117.30	2.098	3.02910E+3
117.40	2.100	2.95920E+3
117.50	2.102	2.96690E+3
117.60	2.103	2.98070E+3
117.70	2.105	2.99420E+3
117.80	2.107	3.00760E+3
117.90	2.109	3.02070E+3
118.00	2.111	3.03260E+3
118.10	2.112	3.04140E+3
118.20	2.114	2.96950E+3
118.30	2.116	2.97590E+3
118.40	2.118	2.98940E+3
118.50	2.119	3.00280E+3
118.60	2.121	3.01510E+3
118.70	2.123	3.02770E+3
118.80	2.125	3.03800E+3
118.90	2.126	2.98850E+3
119.00	2.128	2.96630E+3
119.10	2.130	2.97760E+3
119.20	2.131	2.99160E+3
119.30	2.133	3.00450E+3
119.40	2.135	3.01750E+3
119.50	2.137	3.02930E+3
119.60	2.138	3.04050E+3
119.70	2.140	2.99280E+3
119.80	2.142	2.97220E+3
119.90	2.144	2.98340E+3
120.00	2.145	2.99590E+3
120.10	2.147	3.01100E+3
120.20	2.149	3.02380E+3
120.30	2.151	3.03530E+3
120.40	2.153	3.04580E+3
120.50	2.154	3.05280E+3
120.60	2.156	3.03850E+3
120.70	2.158	3.03110E+3
120.80	2.160	3.03880E+3
120.90	2.162	2.96560E+3
121.00	2.164	2.96410E+3
121.10	2.166	2.97790E+3
121.20	2.168	2.99230E+3
121.30	2.169	3.00600E+3
121.40	2.171	3.02050E+3
121.50	2.175	3.04450E+3
121.70	2.177	3.05620E+3
121.80	2.178	3.06410E+3
121.90	2.180	3.06090E+3
122.00	2.182	3.01580E+3
122.10	2.184	3.02360E+3
122.20	2.186	3.03560E+3
122.30	2.188	3.04730E+3
122.40	2.189	3.05730E+3
122.50	2.191	3.06300E+3
122.60	2.193	3.06540E+3
122.70	2.195	3.03970E+3
122.80	2.197	3.04080E+3
122.90	2.199	3.05230E+3
123.00	2.200	3.06400E+3
123.10	2.202	3.07220E+3
123.20	2.204	3.01810E+3
123.30	2.206	2.98700E+3
123.40	2.208	2.99910E+3
123.50	2.210	3.01270E+3
123.60	2.211	3.02650E+3
123.70	2.213	3.04140E+3
123.80	2.215	3.05450E+3
123.90	2.217	3.06690E+3
124.00	2.219	3.07710E+3
124.10	2.220	3.08470E+3
124.20	2.222	3.09140E+3
124.30	2.224	3.09650E+3
124.40	2.226	3.00830E+3
124.50	2.228	3.01650E+3
124.60	2.229	3.03070E+3
124.70	2.231	3.04470E+3
124.80	2.233	3.05850E+3
124.90	2.235	3.07090E+3
125.00	2.237	3.08260E+3
125.10	2.239	3.01170E+3
125.20	2.240	3.00670E+3
125.30	2.242	3.01970E+3
125.40	2.244	3.03300E+3
125.50	2.246	3.04840E+3
125.60	2.248	3.06160E+3
125.70	2.249	3.07390E+3
125.80	2.251	3.08470E+3
125.90	2.253	3.09330E+3
126.00	2.255	3.09770E+3
126.10	2.256	3.07450E+3
126.20	2.258	3.07870E+3
126.30	2.260	3.09040E+3
126.40	2.262	3.06150E+3
126.50	2.264	3.04700E+3
126.60	2.265	3.05770E+3
126.70	2.267	3.07010E+3
126.80	2.269	3.08400E+3
126.90	2.271	3.09580E+3
127.00	2.273	3.10460E+3
127.10	2.274	3.02440E+3
127.20	2.276	3.02920E+3
127.30	2.278	3.04350E+3
127.40	2.280	3.05740E+3
127.50	2.281	3.07020E+3
127.60	2.283	3.08290E+3
127.70	2.285	3.09540E+3
127.80	2.286	3.10630E+3
127.90	2.288	3.11400E+3
128.00	2.290	3.12050E+3
128.10	2.292	3.12550E+3
128.20	2.293	3.07170E+3
128.30	2.295	3.07330E+3
128.40	2.297	3.08420E+3
128.50	2.299	3.09610E+3
128.60	2.300	3.10800E+3
128.70	2.302	3.11810E+3
128.80	2.304	3.12550E+3
128.90	2.306	3.04910E+3
129.00	2.307	3.05220E+3
129.10	2.309	3.06590E+3
129.20	2.311	3.07940E+3
129.30	2.313	3.09210E+3
129.40	2.314	3.10420E+3
129.50	2.316	3.11590E+3
129.60	2.318	3.12570E+3
129.70	2.320	3.13280E+3
129.80	2.321	3.05620E+3
129.90	2.323	3.05310E+3
130.00	2.325	3.06670E+3
130.10	2.327	3.08020E+3
130.20	2.328	3.09370E+3
130.30	2.330	3.10530E+3
130.40	2.332	3.11770E+3
130.50	2.334	3.12820E+3
130.60	2.335	3.13600E+3
130.70	2.337	3.03410E+3
130.80	2.339	3.04070E+3
130.90	2.341	3.05550E+3
131.00	2.343	3.06920E+3
131.10	2.344	3.08280E+3
131.20	2.346	3.09560E+3
131.30	2.348	3.10830E+3
131.40	2.350	3.12010E+3
131.50	2.351	3.13160E+3
131.60	2.353	3.14030E+3
131.70	2.355	3.14580E+3
131.80	2.357	3.08000E+3
131.90	2.359	3.08710E+3
132.00	2.360	3.09950E+3
132.10	2.362	3.11200E+3
132.20	2.364	3.12330E+3
132.30	2.366	3.13330E+3
132.40	2.367	3.14120E+3
132.50	2.369	3.14710E+3
132.60	2.371	3.06080E+3
132.70	2.373	3.06600E+3
132.80	2.374	3.07920E+3
132.90	2.376	3.09250E+3
133.00	2.378	3.10580E+3
133.10	2.379	3.11790E+3
133.20	2.381	3.12980E+3
133.30	2.383	3.14030E+3
133.40	2.385	3.14940E+3
133.50	2.386	3.15600E+3
133.60	2.388	3.16140E+3
133.70	2.390	3.07320E+3
133.80	2.392	3.07870E+3
133.90	2.393	3.09210E+3
134.00	2.395	3.10550E+3
134.10	2.397	3.11840E+3
134.20	2.399	3.13150E+3
134.30	2.401	3.14330E+3
134.40	2.402	3.15440E+3
134.50	2.404	3.16290E+3
134.60	2.406	3.08550E+3
134.70	2.408	3.07590E+3
134.80	2.410	3.08940E+3
134.90	2.412	3.10470E+3
135.00	2.414	3.11810E+3
135.10	2.415	3.13120E+3
135.20	2.417	3.14400E+3
135.30	2.419	3.15510E+3
135.40	2.421	3.16450E+3
135.50	2.423	3.16480E+3
135.60	2.425	3.07940E+3
135.70	2.426	3.08900E+3
135.80	2.428	3.10270E+3
135.90	2.430	3.11660E+3
136.00	2.432	3.13020E+3
136.10	2.434	3.14300E+3
136.20	2.436	3.15630E+3
136.30	2.437	3.16730E+3
136.40	2.439	3.17520E+3
136.50	2.441	3.16680E+3
136.60	2.443	3.07620E+3
136.70	2.445	3.08540E+3
136.80	2.447	3.09910E+3
136.90	2.448	3.11260E+3
137.00	2.450	3.12690E+3
137.10	2.452	3.14020E+3
137.20	2.454	3.15180E+3
137.30	2.456	3.16500E+3
137.40	2.458	3.17540E+3
137.50	2.459	3.18320E+3
137.60	2.461	3.17080E+3
137.70	2.463	3.06010E+3
137.80	2.465	3.07000E+3
137.90	2.467	3.08370E+3
138.00	2.468	3.09850E+3
138.10	2.470	3.11180E+3
138.20	2.472	3.12670E+3
138.30	2.474	3.13900E+3
138.40	2.476	3.15190E+3
138.50	2.477	3.16270E+3
138.60	2.479	3.17340E+3
138.70	2.481	3.18340E+3
138.80	2.483	3.19140E+3
138.90	2.485	3.19690E+3
139.00	2.487	3.18130E+3
139.10	2.488	3.10240E+3
139.20	2.490	3.11180E+3
139.30	2.492	3.12570E+3
139.40	2.494	3.13890E+3
139.50	2.496	3.15270E+3
139.60	2.497	3.16530E+3
139.70	2.499	3.17680E+3
139.80	2.501	3.18660E+3
139.90	2.503	3.18500E+3
140.00	2.504	3.10850E+3
140.10	2.506	3.11810E+3
140.20	2.508	3.13170E+3
140.30	2.510	3.14530E+3
140.40	2.512	3.15890E+3
140.50	2.513	3.17150E+3
140.60	2.515	3.18370E+3
140.70	2.517	3.19480E+3
140.80	2.519	3.20300E+3
140.90	2.521	3.20860E+3
141.00	2.522	3.21330E+3
141.10	2.524	3.12900E+3
141.20	2.526	3.12540E+3
141.30	2.528	3.13770E+3
141.40	2.529	3.15070E+3
141.50	2.531	3.16400E+3
141.60	2.533	3.17640E+3
141.70	2.535	3.18780E+3
141.80	2.536	3.19890E+3
141.90	2.538	3.20780E+3
142.00	2.540	3.21400E+3
142.10	2.542	3.16730E+3
142.20	2.543	3.16990E+3
142.30	2.545	3.17960E+3
142.40	2.547	3.19040E+3
142.50	2.548	3.19890E+3
142.60	2.550	3.20440E+3
142.70	2.552	3.20470E+3
142.80	2.554	3.20630E+3
142.90	2.555	3.21250E+3
143.00	2.557	3.21840E+3
143.10	2.559	3.16090E+3
143.20	2.561	3.12490E+3
143.30	2.562	3.13640E+3
143.40	2.564	3.15030E+3
143.50	2.566	3.16340E+3
143.60	2.568	3.17720E+3
143.70	2.569	3.18980E+3
143.80	2.571	3.20150E+3
143.90	2.573	3.21280E+3
144.00	2.575	3.22250E+3
144.10	2.577	3.22980E+3
144.20	2.578	3.21360E+3
144.30	2.580	3.14300E+3
144.40	2.582	3.15400E+3
144.50	2.584	3.16840E+3
144.60	2.585	3.18190E+3
144.70	2.587	3.19470E+3
144.80	2.589	3.20670E+3
144.90	2.591	3.21860E+3
145.00	2.592	3.22940E+3
145.10	2.594	3.23800E+3
145.20	2.596	3.13780E+3
145.30	2.598	3.14020E+3
145.40	2.600	3.15400E+3
145.50	2.601	3.16850E+3
145.60	2.603	3.18150E+3
145.70	2.605	3.19470E+3
145.80	2.607	3.20630E+3
145.90	2.608	3.17490E+3
146.00	2.610	3.14110E+3
146.10	2.612	3.15120E+3
146.20	2.614	3.16400E+3
146.30	2.615	3.17850E+3
146.40	2.617	3.19150E+3
146.50	2.619	3.20350E+3
146.60	2.621	3.21580E+3
146.70	2.623	3.22610E+3
146.80	2.624	3.23550E+3
146.90	2.626	3.20850E+3
147.00	2.628	3.20520E+3
147.10	2.629	3.21230E+3
147.20	2.631	3.22300E+3
147.30	2.633	3.23290E+3
147.40	2.635	3.24100E+3
147.50	2.636	3.24660E+3
147.60	2.638	3.17870E+3
147.70	2.640	3.18130E+3
147.80	2.642	3.19280E+3
147.90	2.643	3.20530E+3
148.00	2.645	3.21710E+3
148.10	2.647	3.22790E+3
148.20	2.649	3.23320E+3
148.30	2.651	3.21280E+3
148.40	2.652	3.21230E+3
148.50	2.654	3.22180E+3
148.60	2.656	3.23220E+3
148.70	2.658	3.24210E+3
148.80	2.660	3.25010E+3
148.90	2.662	3.25740E+3
149.00	2.664	3.26210E+3
149.10	2.666	3.26460E+3
149.20	2.667	3.16970E+3
149.30	2.669	3.17380E+3
149.40	2.671	3.18810E+3
149.50	2.673	3.20220E+3
149.60	2.675	3.21590E+3
149.70	2.676	3.22920E+3
149.80	2.678	3.24140E+3
149.90	2.680	3.25370E+3
150.00	2.682	3.26270E+3
150.10	2.684	3.17500E+3
150.20	2.686	3.18010E+3
150.30	2.687	3.19430E+3
150.40	2.689	3.20760E+3
150.50	2.691	3.22160E+3
150.60	2.693	3.23600E+3
150.70	2.695	3.24910E+3
150.80	2.697	3.26120E+3
150.90	2.698	3.27100E+3
151.00	2.700	3.27820E+3
151.10	2.702	3.28410E+3
151.20	2.704	3.18060E+3
151.30	2.706	3.18270E+3
151.40	2.708	3.19620E+3
151.50	2.709	3.20970E+3
151.60	2.711	3.22310E+3
151.70	2.713	3.23780E+3
151.80	2.715	3.25000E+3
151.90	2.717	3.26210E+3
152.00	2.718	3.27240E+3
152.10	2.720	3.18300E+3
152.20	2.722	3.18960E+3
152.30	2.724	3.20390E+3
152.40	2.726	3.21870E+3
152.50	2.727	3.23140E+3
152.60	2.729	3.24580E+3
152.70	2.731	3.25880E+3
152.80	2.733	3.27040E+3
152.90	2.735	3.28130E+3
153.00	2.737	3.28440E+3
153.10	2.738	3.20130E+3
153.20	2.740	3.20950E+3
153.30	2.742	3.22330E+3
153.40	2.744	3.23680E+3
153.50	2.746	3.25100E+3
153.60	2.747	3.26390E+3
153.70	2.749	3.27600E+3
153.80	2.751	3.25220E+3
153.90	2.753	3.18550E+3
154.00	2.754	3.19610E+3
154.10	2.756	3.21020E+3
154.20	2.758	3.22470E+3
154.30	2.760	3.23770E+3
154.40	2.762	3.25200E+3
154.50	2.763	3.26460E+3
154.60	2.765	3.27690E+3
154.70	2.767	3.28790E+3
154.80	2.769	3.25690E+3
154.90	2.771	3.20230E+3
155.00	2.772	3.21250E+3
155.10	2.774	3.22620E+3
155.20	2.776	3.23920E+3
155.30	2.778	3.25180E+3
155.40	2.779	3.26460E+3
155.50	2.781	3.27570E+3
155.60	2.783	3.28350E+3
155.70	2.785	3.19420E+3
155.80	2.786	3.20240E+3
155.90	2.788	3.21610E+3
156.00	2.790	3.22980E+3
156.10	2.791	3.24240E+3
156.20	2.793	3.25540E+3
156.30	2.795	3.26890E+3
156.40	2.797	3.28020E+3
156.50	2.798	3.29020E+3
156.60	2.800	3.20590E+3
156.70	2.802	3.19850E+3
156.80	2.804	3.21100E+3
156.90	2.805	3.22460E+3
157.00	2.807	3.23850E+3
157.10	2.809	3.25190E+3
157.20	2.811	3.26550E+3
157.30	2.812	3.27750E+3
157.40	2.814	3.28880E+3
157.50	2.816	3.29780E+3
157.60	2.818	3.20140E+3
157.70	2.819	3.20920E+3
157.80	2.821	3.22320E+3
157.90	2.823	3.23710E+3
158.00	2.825	3.25080E+3
158.10	2.826	3.26490E+3
158.20	2.828	3.27790E+3
158.30	2.830	3.29020E+3
158.40	2.832	3.30020E+3
158.50	2.834	3.30940E+3
158.60	2.835	3.30130E+3
158.70	2.837	3.26280E+3
158.80	2.839	3.26710E+3
158.90	2.841	3.27880E+3
159.00	2.842	3.22460E+3
159.10	2.844	3.19310E+3
159.20	2.846	3.20430E+3
159.30	2.848	3.21760E+3
159.40	2.849	3.23110E+3
159.50	2.851	3.24570E+3
159.60	2.853	3.25850E+3
159.70	2.855	3.27080E+3
159.80	2.857	3.28140E+3
159.90	2.858	3.23380E+3
160.00	2.860	3.24100E+3
160.10	2.862	3.25430E+3
160.20	2.864	3.26810E+3
160.30	2.865	3.28080E+3
160.40	2.867	3.29340E+3
160.50	2.869	3.30480E+3
160.60	2.871	3.31500E+3
160.70	2.872	3.32280E+3
160.80	2.874	3.32970E+3
160.90	2.876	3.33400E+3
161.00	2.878	3.27950E+3
161.10	2.879	3.28280E+3
161.20	2.881	3.29430E+3
161.30	2.883	3.30660E+3
161.40	2.885	3.31880E+3
161.50	2.886	3.32850E+3
161.60	2.888	3.22910E+3
161.70	2.890	3.23540E+3
161.80	2.892	3.24940E+3
161.90	2.893	3.26300E+3
162.00	2.895	3.27640E+3
162.10	2.897	3.28960E+3
162.20	2.899	3.30290E+3
162.30	2.901	3.31570E+3
162.40	2.902	3.32700E+3
162.50	2.904	3.33650E+3
162.60	2.906	3.34370E+3
162.70	2.908	3.31770E+3
162.80	2.910	3.23290E+3
162.90	2.912	3.24450E+3
163.00	2.914	3.25920E+3
163.10	2.915	3.27330E+3
163.20	2.917	3.28730E+3
163.30	2.919	3.29960E+3
163.40	2.921	3.31190E+3
163.50	2.923	3.23440E+3
163.60	2.925	3.24030E+3
163.70	2.926	3.25480E+3
163.80	2.928	3.26820E+3
163.90	2.930	3.28210E+3
164.00	2.932	3.29500E+3
164.10	2.934	3.30850E+3
164.20	2.935	3.32130E+3
164.30	2.937	3.33170E+3
164.40	2.939	3.23940E+3
164.50	2.941	3.23340E+3
164.60	2.943	3.24680E+3
164.70	2.945	3.26100E+3
164.80	2.946	3.27430E+3
164.90	2.948	3.28720E+3
165.00	2.950	3.30020E+3
165.10	2.952	3.31200E+3
165.20	2.954	3.26110E+3
165.30	2.956	3.26700E+3
165.40	2.957	3.28090E+3
165.50	2.959	3.29450E+3
165.60	2.961	3.30810E+3
165.70	2.963	3.32110E+3
165.80	2.965	3.33310E+3
165.90	2.966	3.34330E+3
166.00	2.968	3.24830E+3
166.10	2.970	3.25430E+3
166.20	2.972	3.26920E+3
166.30	2.974	3.28340E+3
166.40	2.975	3.29760E+3
166.50	2.977	3.31070E+3
166.60	2.979	3.32350E+3
166.70	2.981	3.33600E+3
166.80	2.983	3.34740E+3
166.90	2.985	3.35560E+3
167.00	2.986	3.36210E+3
167.10	2.988	3.25240E+3
167.20	2.990	3.25860E+3
167.30	2.992	3.27270E+3
167.40	2.994	3.28660E+3
167.50	2.995	3.30060E+3
167.60	2.997	3.31370E+3
167.70	2.999	3.32720E+3
167.80	3.001	3.33840E+3
167.90	3.002	3.34450E+3
168.00	3.004	3.29780E+3
168.10	3.006	3.30610E+3
168.20	3.008	3.31930E+3
168.30	3.010	3.33260E+3
168.40	3.011	3.34550E+3
168.50	3.013	3.35710E+3
168.60	3.015	3.36550E+3
168.70	3.017	3.32820E+3
168.80	3.019	3.32970E+3
168.90	3.020	3.34060E+3
169.00	3.022	3.35010E+3
169.10	3.024	3.35400E+3
169.20	3.026	3.35860E+3
169.30	3.027	3.36510E+3
169.40	3.029	3.37050E+3
169.50	3.031	3.37520E+3
169.60	3.033	3.27090E+3
169.70	3.034	3.25760E+3
169.80	3.036	3.27060E+3
169.90	3.038	3.28360E+3
170.00	3.040	3.29720E+3
170.10	3.041	3.31060E+3
170.20	3.043	3.32340E+3
170.30	3.045	3.33580E+3
170.40	3.046	3.34790E+3
170.50	3.048	3.35850E+3
170.60	3.050	3.36880E+3
170.70	3.052	3.37760E+3
170.80	3.053	3.38410E+3
170.90	3.055	3.38970E+3
171.00	3.057	3.39430E+3
171.10	3.059	3.36640E+3
171.20	3.060	3.28630E+3
171.30	3.062	3.29640E+3
171.40	3.064	3.31020E+3
171.50	3.066	3.32370E+3
171.60	3.067	3.33730E+3
171.70	3.069	3.35050E+3
171.80	3.071	3.36230E+3
171.90	3.073	3.37410E+3
172.00	3.074	3.38470E+3
172.10	3.076	3.39300E+3
172.20	3.078	3.28310E+3
172.30	3.080	3.28570E+3
172.40	3.082	3.29900E+3
172.50	3.083	3.31250E+3
172.60	3.085	3.32720E+3
172.70	3.087	3.33980E+3
172.80	3.089	3.35220E+3
172.90	3.090	3.36460E+3
173.00	3.092	3.37550E+3
173.10	3.094	3.38450E+3
173.20	3.096	3.35970E+3
173.30	3.097	3.33710E+3
173.40	3.099	3.34460E+3
173.50	3.101	3.35750E+3
173.60	3.103	3.36980E+3
173.70	3.105	3.38110E+3
173.80	3.106	3.39110E+3
173.90	3.108	3.39820E+3
174.00	3.110	3.32280E+3
174.10	3.112	3.28870E+3
174.20	3.113	3.29970E+3
174.30	3.115	3.31330E+3
174.40	3.117	3.32800E+3
