Время_[с]	Перемещение_[мм]	Усилие_[Н]
261.80	4.657	3.74900E+3
261.90	4.659	3.76130E+3
262.00	4.661	3.77280E+3
262.10	4.663	3.78260E+3
262.20	4.664	3.78590E+3
262.30	4.666	3.67010E+3
262.40	4.668	3.67720E+3
262.50	4.670	3.68990E+3
262.60	4.672	3.70360E+3
262.70	4.674	3.71710E+3
262.80	4.675	3.72950E+3
262.90	4.677	3.74200E+3
263.00	4.679	3.75320E+3
263.10	4.681	3.76470E+3
263.20	4.682	3.77620E+3
263.30	4.684	3.78620E+3
263.40	4.686	3.70210E+3
263.50	4.688	3.67640E+3
263.60	4.690	3.68770E+3
263.70	4.691	3.70040E+3
263.80	4.693	3.71350E+3
263.90	4.695	3.72680E+3
264.00	4.697	3.73980E+3
264.10	4.699	3.75240E+3
264.20	4.700	3.76420E+3
264.30	4.702	3.77480E+3
264.40	4.704	3.78590E+3
264.50	4.706	3.79480E+3
264.60	4.708	3.76370E+3
264.70	4.710	3.69480E+3
264.80	4.711	3.69780E+3
264.90	4.713	3.70980E+3
265.00	4.715	3.72340E+3
265.10	4.717	3.73580E+3
265.20	4.718	3.74850E+3
265.30	4.720	3.76070E+3
265.40	4.722	3.77240E+3
265.50	4.724	3.78320E+3
265.60	4.726	3.79370E+3
265.70	4.727	3.80250E+3
265.80	4.729	3.81000E+3
265.90	4.731	3.81580E+3
266.00	4.733	3.81350E+3
266.10	4.735	3.77230E+3
266.20	4.736	3.77290E+3
266.30	4.738	3.78250E+3
266.40	4.740	3.79280E+3
266.50	4.742	3.80270E+3
266.60	4.744	3.81030E+3
266.70	4.745	3.81110E+3
266.80	4.747	3.77010E+3
266.90	4.749	3.77810E+3
267.00	4.751	3.78840E+3
267.10	4.753	3.79840E+3
267.20	4.754	3.80600E+3
267.30	4.756	3.73330E+3
267.40	4.758	3.73730E+3
267.50	4.760	3.74900E+3
267.60	4.761	3.76070E+3
267.70	4.763	3.77360E+3
267.80	4.765	3.78670E+3
267.90	4.767	3.79830E+3
268.00	4.769	3.80870E+3
268.10	4.770	3.81720E+3
268.20	4.772	3.82560E+3
268.30	4.778	3.83720E+3
268.40	4.779	3.80150E+3
268.50	4.781	3.79080E+3
268.60	4.783	3.79510E+3
268.70	4.784	3.80380E+3
268.80	4.786	3.81230E+3
268.90	4.788	3.82110E+3
269.00	4.790	3.82860E+3
269.10	4.791	3.75680E+3
269.20	4.793	3.68790E+3
269.30	4.795	3.69700E+3
269.40	4.797	3.70940E+3
269.50	4.798	3.72260E+3
269.60	4.800	3.73440E+3
269.70	4.802	3.74640E+3
269.80	4.804	3.75830E+3
269.90	4.805	3.76940E+3
270.00	4.807	3.78000E+3
270.10	4.809	3.79060E+3
270.20	4.811	3.80060E+3
270.30	4.812	3.80910E+3
270.40	4.814	3.69310E+3
270.50	4.816	3.69950E+3
270.60	4.818	3.71210E+3
270.70	4.819	3.72520E+3
270.80	4.821	3.73790E+3
270.90	4.823	3.75000E+3
271.00	4.825	3.76130E+3
271.10	4.826	3.77300E+3
271.20	4.828	3.78390E+3
271.30	4.830	3.79610E+3
271.40	4.832	3.80620E+3
271.50	4.833	3.81520E+3
271.60	4.835	3.82370E+3
271.70	4.837	3.70290E+3
271.80	4.839	3.69800E+3
271.90	4.840	3.70870E+3
272.00	4.842	3.72130E+3
272.10	4.844	3.73330E+3
272.20	4.846	3.74640E+3
272.30	4.847	3.75860E+3
272.40	4.849	3.77050E+3
272.50	4.851	3.78130E+3
272.60	4.853	3.79230E+3
272.70	4.854	3.80270E+3
272.80	4.856	3.81270E+3
272.90	4.858	3.82140E+3
273.00	4.860	3.82840E+3
273.10	4.862	3.78720E+3
273.20	4.863	3.73130E+3
273.30	4.865	3.73900E+3
273.40	4.867	3.75190E+3
273.50	4.868	3.76350E+3
273.60	4.870	3.77530E+3
273.70	4.872	3.78690E+3
273.80	4.874	3.79840E+3
273.90	4.875	3.80920E+3
274.00	4.877	3.81950E+3
274.10	4.879	3.82410E+3
274.20	4.881	3.72400E+3
274.30	4.882	3.73090E+3
274.40	4.884	3.74300E+3
274.50	4.886	3.75540E+3
274.60	4.888	3.76770E+3
274.70	4.889	3.77930E+3
274.80	4.891	3.79100E+3
274.90	4.893	3.80300E+3
275.00	4.895	3.81300E+3
275.10	4.896	3.81610E+3
275.20	4.898	3.71310E+3
275.30	4.900	3.72030E+3
275.40	4.902	3.73330E+3
275.50	4.903	3.74660E+3
275.60	4.905	3.75940E+3
275.70	4.907	3.77150E+3
275.80	4.909	3.78400E+3
275.90	4.911	3.79600E+3
276.00	4.912	3.80860E+3
276.10	4.914	3.81970E+3
276.20	4.916	3.82990E+3
276.30	4.918	3.83800E+3
276.40	4.920	3.84480E+3
276.50	4.922	3.85080E+3
276.60	4.923	3.71900E+3
276.70	4.925	3.72340E+3
276.80	4.927	3.73590E+3
276.90	4.929	3.74880E+3
277.00	4.931	3.76300E+3
277.10	4.932	3.77520E+3
277.20	4.934	3.78760E+3
277.30	4.936	3.79930E+3
277.40	4.938	3.81080E+3
277.50	4.940	3.82310E+3
277.60	4.941	3.83310E+3
277.70	4.943	3.84210E+3
277.80	4.945	3.81110E+3
277.90	4.947	3.80190E+3
278.00	4.949	3.80160E+3
278.10	4.950	3.81060E+3
278.20	4.952	3.82080E+3
278.30	4.954	3.83080E+3
278.40	4.956	3.83870E+3
278.50	4.958	3.84520E+3
278.60	4.959	3.84830E+3
278.70	4.961	3.84240E+3
278.80	4.963	3.82230E+3
278.90	4.965	3.81780E+3
279.00	4.967	3.82490E+3
279.10	4.968	3.83320E+3
279.20	4.970	3.84290E+3
279.30	4.972	3.85190E+3
279.40	4.974	3.85850E+3
279.50	4.976	3.86450E+3
279.60	4.977	3.86980E+3
279.70	4.979	3.87400E+3
279.80	4.981	3.85520E+3
279.90	4.983	3.77950E+3
280.00	4.984	3.78780E+3
280.10	4.986	3.79980E+3
280.20	4.988	3.81150E+3
280.30	4.990	3.82250E+3
280.40	4.992	3.83040E+3
280.50	4.994	3.83480E+3
280.60	4.995	3.82730E+3
280.70	4.997	3.81610E+3
280.80	4.999	3.82140E+3
280.90	5.001	3.83240E+3
281.00	5.002	3.84180E+3
281.10	5.004	3.85080E+3
281.20	5.006	3.85750E+3
281.30	5.008	3.86260E+3
281.40	5.010	3.86710E+3
281.50	5.011	3.87120E+3
281.60	5.013	3.87490E+3
281.70	5.015	3.87940E+3
281.80	5.017	3.88180E+3
281.90	5.018	3.88350E+3
282.00	5.020	3.88620E+3
282.10	5.022	3.88790E+3
282.20	5.024	3.88920E+3
282.30	5.026	3.88890E+3
282.40	5.027	3.87670E+3
282.50	5.029	3.73380E+3
282.60	5.031	3.74330E+3
282.70	5.033	3.75580E+3
282.80	5.034	3.76820E+3
282.90	5.036	3.78050E+3
283.00	5.038	3.79250E+3
283.10	5.040	3.80470E+3
283.20	5.041	3.81600E+3
283.30	5.043	3.82720E+3
283.40	5.045	3.83740E+3
283.50	5.046	3.84830E+3
283.60	5.048	3.85800E+3
283.70	5.050	3.86720E+3
283.80	5.052	3.87610E+3
283.90	5.053	3.88330E+3
284.00	5.055	3.71720E+3
284.10	5.057	3.72220E+3
284.20	5.059	3.73450E+3
284.30	5.060	3.74800E+3
284.40	5.062	3.76050E+3
284.50	5.064	3.77400E+3
284.60	5.066	3.78590E+3
284.70	5.067	3.79760E+3
284.80	5.069	3.80920E+3
284.90	5.071	3.81990E+3
285.00	5.073	3.83130E+3
285.10	5.074	3.84190E+3
285.20	5.076	3.85200E+3
285.30	5.078	3.86240E+3
285.40	5.080	3.87230E+3
285.50	5.081	3.88070E+3
285.60	5.083	3.88840E+3
285.70	5.085	3.89460E+3
285.80	5.087	3.85410E+3
285.90	5.088	3.79720E+3
286.00	5.090	3.80650E+3
286.10	5.092	3.81910E+3
286.20	5.094	3.83180E+3
286.30	5.096	3.84460E+3
286.40	5.097	3.85710E+3
286.50	5.099	3.86800E+3
286.60	5.101	3.87910E+3
286.70	5.102	3.88960E+3
286.80	5.104	3.74580E+3
286.90	5.106	3.74800E+3
287.00	5.108	3.75990E+3
287.10	5.110	3.77300E+3
287.20	5.111	3.78560E+3
287.30	5.113	3.79920E+3
287.40	5.115	3.81100E+3
287.50	5.117	3.82320E+3
287.60	5.118	3.83390E+3
287.70	5.120	3.84430E+3
287.80	5.122	3.85440E+3
287.90	5.124	3.77600E+3
288.00	5.125	3.76450E+3
288.10	5.127	3.77540E+3
288.20	5.129	3.78840E+3
288.30	5.130	3.80180E+3
288.40	5.132	3.81380E+3
288.50	5.134	3.82610E+3
288.60	5.136	3.83790E+3
288.70	5.137	3.84890E+3
288.80	5.139	3.86030E+3
288.90	5.141	3.87050E+3
289.00	5.143	3.88100E+3
289.10	5.144	3.75730E+3
289.20	5.146	3.75380E+3
289.30	5.148	3.76520E+3
289.40	5.150	3.77840E+3
289.50	5.151	3.79110E+3
289.60	5.153	3.80370E+3
289.70	5.155	3.81600E+3
289.80	5.157	3.82820E+3
289.90	5.158	3.83940E+3
290.00	5.160	3.85120E+3
290.10	5.162	3.86300E+3
290.20	5.164	3.87360E+3
290.30	5.166	3.87200E+3
290.40	5.168	3.84860E+3
290.50	5.170	3.84900E+3
290.60	5.171	3.85880E+3
290.70	5.173	3.86910E+3
290.80	5.175	3.87950E+3
290.90	5.177	3.88800E+3
291.00	5.178	3.89490E+3
291.10	5.180	3.90200E+3
291.20	5.182	3.90730E+3
291.30	5.184	3.90270E+3
291.40	5.186	3.76320E+3
291.50	5.188	3.77140E+3
291.60	5.189	3.78490E+3
291.70	5.191	3.79780E+3
291.80	5.193	3.81020E+3
291.90	5.195	3.82300E+3
292.00	5.197	3.83620E+3
292.10	5.198	3.84820E+3
292.20	5.200	3.85940E+3
292.30	5.202	3.87070E+3
292.40	5.204	3.88180E+3
292.50	5.206	3.89190E+3
292.60	5.207	3.90140E+3
292.70	5.209	3.91110E+3
292.80	5.211	3.77550E+3
292.90	5.213	3.77810E+3
293.00	5.215	3.79080E+3
293.10	5.222	3.84090E+3
293.30	5.224	3.85320E+3
293.40	5.225	3.86480E+3
293.50	5.227	3.87570E+3
293.60	5.229	3.88660E+3
293.70	5.231	3.89740E+3
293.80	5.232	3.90690E+3
293.90	5.234	3.91620E+3
294.00	5.236	3.75240E+3
294.10	5.238	3.75780E+3
294.20	5.240	3.77130E+3
294.30	5.242	3.78510E+3
294.40	5.243	3.79780E+3
294.50	5.245	3.81070E+3
294.60	5.247	3.82320E+3
294.70	5.249	3.83490E+3
294.80	5.250	3.84660E+3
294.90	5.252	3.85810E+3
295.00	5.254	3.86950E+3
295.10	5.256	3.88020E+3
295.20	5.258	3.89080E+3
295.30	5.259	3.90000E+3
295.40	5.261	3.90940E+3
295.50	5.263	3.91840E+3
295.60	5.265	3.92150E+3
295.70	5.266	3.79910E+3
295.80	5.268	3.80460E+3
295.90	5.270	3.81740E+3
296.00	5.272	3.82990E+3
296.10	5.274	3.84310E+3
296.20	5.275	3.85560E+3
296.30	5.277	3.86710E+3
296.40	5.279	3.87830E+3
296.50	5.281	3.89050E+3
296.60	5.282	3.90030E+3
296.70	5.284	3.90840E+3
296.80	5.286	3.87740E+3
296.90	5.288	3.82620E+3
297.00	5.289	3.83400E+3
297.10	5.291	3.84600E+3
297.20	5.293	3.85830E+3
297.30	5.294	3.87030E+3
297.40	5.296	3.88180E+3
297.50	5.298	3.88910E+3
297.60	5.300	3.89550E+3
297.70	5.301	3.90040E+3
297.80	5.303	3.90190E+3
297.90	5.305	3.90590E+3
298.00	5.307	3.91090E+3
298.10	5.308	3.91700E+3
298.20	5.310	3.92210E+3
298.30	5.312	3.92430E+3
298.40	5.314	3.92640E+3
298.50	5.315	3.92850E+3
298.60	5.317	3.92760E+3
298.70	5.319	3.77590E+3
298.80	5.321	3.78170E+3
298.90	5.322	3.79420E+3
299.00	5.324	3.80650E+3
299.10	5.326	3.81960E+3
299.20	5.328	3.83210E+3
299.30	5.329	3.84490E+3
299.40	5.331	3.85650E+3
299.50	5.333	3.86730E+3
299.60	5.335	3.87800E+3
299.70	5.336	3.88900E+3
299.80	5.338	3.89880E+3
299.90	5.340	3.90830E+3
300.00	5.342	3.78350E+3
300.10	5.343	3.76350E+3
300.20	5.345	3.77470E+3
300.30	5.347	3.78860E+3
300.40	5.349	3.80140E+3
300.50	5.350	3.81420E+3
300.60	5.352	3.82590E+3
300.70	5.354	3.83790E+3
300.80	5.356	3.84950E+3
300.90	5.358	3.86120E+3
301.00	5.359	3.87250E+3
301.10	5.361	3.88360E+3
301.20	5.363	3.89450E+3
301.30	5.365	3.90510E+3
301.40	5.366	3.91470E+3
301.50	5.368	3.92380E+3
301.60	5.370	3.92540E+3
301.70	5.372	3.79710E+3
301.80	5.373	3.80000E+3
301.90	5.375	3.81060E+3
302.00	5.377	3.82250E+3
302.10	5.379	3.83580E+3
302.20	5.380	3.84850E+3
302.30	5.382	3.85960E+3
302.40	5.384	3.87100E+3
302.50	5.385	3.88180E+3
302.60	5.387	3.89310E+3
302.70	5.389	3.90320E+3
302.80	5.391	3.91370E+3
302.90	5.392	3.92290E+3
303.00	5.394	3.93120E+3
303.10	5.396	3.93770E+3
303.20	5.398	3.82930E+3
303.30	5.399	3.80570E+3
303.40	5.401	3.81380E+3
303.50	5.403	3.82590E+3
303.60	5.405	3.83790E+3
303.70	5.406	3.85000E+3
303.80	5.408	3.86240E+3
303.90	5.410	3.87420E+3
304.00	5.412	3.88610E+3
304.10	5.414	3.89680E+3
304.20	5.416	3.90600E+3
304.30	5.417	3.91000E+3
304.40	5.419	3.91350E+3
304.50	5.421	3.92020E+3
304.60	5.423	3.92780E+3
304.70	5.425	3.84790E+3
304.80	5.426	3.76290E+3
304.90	5.428	3.77360E+3
305.00	5.430	3.78680E+3
305.10	5.432	3.79940E+3
305.20	5.434	3.81240E+3
305.30	5.435	3.82490E+3
305.40	5.437	3.83750E+3
305.50	5.439	3.84970E+3
305.60	5.441	3.86170E+3
305.70	5.443	3.87210E+3
305.80	5.445	3.88370E+3
305.90	5.446	3.89470E+3
306.00	5.448	3.90380E+3
306.10	5.450	3.76140E+3
306.20	5.452	3.76690E+3
306.30	5.454	3.78040E+3
306.40	5.455	3.79280E+3
306.50	5.457	3.80630E+3
306.60	5.459	3.81880E+3
306.70	5.461	3.83120E+3
306.80	5.462	3.84410E+3
306.90	5.464	3.85520E+3
307.00	5.466	3.86650E+3
307.10	5.468	3.87800E+3
307.20	5.470	3.88790E+3
307.30	5.471	3.83410E+3
307.40	5.473	3.79920E+3
307.50	5.475	3.80990E+3
307.60	5.477	3.82370E+3
307.70	5.479	3.83640E+3
307.80	5.480	3.85030E+3
307.90	5.482	3.86250E+3
308.00	5.484	3.87490E+3
308.10	5.486	3.88670E+3
308.20	5.488	3.89850E+3
308.30	5.489	3.90980E+3
308.40	5.491	3.92040E+3
308.50	5.493	3.92970E+3
308.60	5.495	3.92930E+3
308.70	5.497	3.78410E+3
308.80	5.498	3.79380E+3
308.90	5.500	3.80680E+3
309.00	5.502	3.81960E+3
309.10	5.504	3.83270E+3
309.20	5.505	3.84520E+3
309.30	5.507	3.85680E+3
309.40	5.509	3.86890E+3
309.50	5.511	3.88020E+3
309.60	5.513	3.89230E+3
309.70	5.514	3.90340E+3
309.80	5.516	3.91420E+3
309.90	5.518	3.92450E+3
310.00	5.520	3.93460E+3
310.10	5.521	3.94280E+3
310.20	5.523	3.88250E+3
310.30	5.525	3.81870E+3
310.40	5.527	3.82840E+3
310.50	5.529	3.84100E+3
310.60	5.530	3.85420E+3
310.70	5.532	3.86640E+3
310.80	5.534	3.87830E+3
310.90	5.536	3.89040E+3
311.00	5.537	3.90170E+3
311.10	5.539	3.91290E+3
311.20	5.541	3.92350E+3
311.30	5.542	3.93330E+3
311.40	5.544	3.94310E+3
311.50	5.546	3.95080E+3
311.60	5.548	3.82090E+3
311.70	5.549	3.82390E+3
311.80	5.551	3.83550E+3
311.90	5.553	3.84790E+3
312.00	5.555	3.86050E+3
312.10	5.556	3.87260E+3
312.20	5.558	3.88500E+3
312.30	5.560	3.89640E+3
312.40	5.562	3.90860E+3
312.50	5.563	3.91990E+3
312.60	5.565	3.93030E+3
312.70	5.567	3.94030E+3
312.80	5.569	3.94960E+3
312.90	5.570	3.95700E+3
313.00	5.572	3.82690E+3
313.10	5.574	3.83150E+3
313.20	5.576	3.84330E+3
313.30	5.577	3.85530E+3
313.40	5.579	3.86880E+3
313.50	5.581	3.88130E+3
313.60	5.583	3.89290E+3
313.70	5.584	3.90450E+3
313.80	5.586	3.91610E+3
313.90	5.588	3.92760E+3
314.00	5.590	3.93820E+3
314.10	5.591	3.94790E+3
314.20	5.593	3.95550E+3
314.30	5.595	3.93130E+3
314.40	5.597	3.92510E+3
314.50	5.598	3.92990E+3
314.60	5.600	3.93850E+3
314.70	5.602	3.94750E+3
314.80	5.604	3.95620E+3
314.90	5.606	3.96380E+3
315.00	5.607	3.96970E+3
315.10	5.609	3.97480E+3
315.20	5.611	3.97820E+3
315.30	5.613	3.92480E+3
315.40	5.614	3.88230E+3
315.50	5.616	3.88850E+3
315.60	5.618	3.89920E+3
315.70	5.620	3.91020E+3
315.80	5.621	3.92210E+3
315.90	5.623	3.93230E+3
316.00	5.625	3.94250E+3
316.10	5.627	3.95190E+3
316.20	5.628	3.95950E+3
316.30	5.630	3.90650E+3
316.40	5.632	3.89520E+3
316.50	5.633	3.90070E+3
316.60	5.635	3.91020E+3
316.70	5.637	3.92040E+3
316.80	5.639	3.93020E+3
316.90	5.640	3.93840E+3
317.00	5.642	3.92820E+3
317.10	5.644	3.90740E+3
317.20	5.646	3.90800E+3
317.30	5.647	3.91840E+3
317.40	5.649	3.92930E+3
317.50	5.651	3.93930E+3
317.60	5.653	3.94930E+3
317.70	5.654	3.95720E+3
317.80	5.656	3.96400E+3
317.90	5.658	3.85970E+3
318.00	5.660	3.86260E+3
318.10	5.662	3.87590E+3
318.20	5.664	3.88900E+3
318.30	5.665	3.90210E+3
318.40	5.667	3.91460E+3
318.50	5.669	3.92660E+3
318.60	5.671	3.93820E+3
318.70	5.673	3.95030E+3
318.80	5.674	3.96060E+3
318.90	5.676	3.97010E+3
319.00	5.678	3.97860E+3
319.10	5.680	3.98480E+3
319.20	5.682	3.97980E+3
319.30	5.683	3.84940E+3
319.40	5.685	3.85440E+3
319.50	5.687	3.86650E+3
319.60	5.689	3.87960E+3
319.70	5.691	3.89200E+3
319.80	5.692	3.90380E+3
319.90	5.694	3.91610E+3
320.00	5.696	3.92710E+3
320.10	5.698	3.93750E+3
320.20	5.700	3.94610E+3
320.30	5.701	3.95340E+3
320.40	5.703	3.96010E+3
320.50	5.705	3.89780E+3
320.60	5.707	3.86830E+3
320.70	5.709	3.87940E+3
320.80	5.710	3.89230E+3
320.90	5.712	3.90590E+3
321.00	5.714	3.91820E+3
321.10	5.716	3.93020E+3
321.20	5.718	3.94280E+3
321.30	5.719	3.95410E+3
321.40	5.721	3.96510E+3
321.50	5.723	3.97490E+3
321.60	5.725	3.98470E+3
321.70	5.727	3.99260E+3
321.80	5.728	3.96970E+3
321.90	5.730	3.90670E+3
322.00	5.732	3.91400E+3
322.10	5.734	3.92630E+3
322.20	5.736	3.93840E+3
322.30	5.737	3.94920E+3
322.40	5.739	3.95450E+3
322.50	5.741	3.91330E+3
322.60	5.743	3.91870E+3
322.70	5.745	3.93130E+3
322.80	5.746	3.94310E+3
322.90	5.748	3.95460E+3
323.00	5.750	3.96330E+3
323.10	5.752	3.96870E+3
323.20	5.753	3.97530E+3
323.30	5.755	3.98230E+3
323.40	5.757	3.98830E+3
323.50	5.759	3.99160E+3
323.60	5.760	3.98360E+3
323.70	5.762	3.98120E+3
323.80	5.764	3.98910E+3
323.90	5.766	3.99730E+3
324.00	5.768	4.00410E+3
324.10	5.769	4.00880E+3
324.20	5.771	3.84800E+3
324.30	5.773	3.82510E+3
324.40	5.775	3.83640E+3
324.50	5.777	3.84960E+3
324.60	5.778	3.86250E+3
324.70	5.780	3.87560E+3
324.80	5.782	3.88760E+3
324.90	5.783	3.89960E+3
325.00	5.785	3.91090E+3
325.10	5.787	3.92230E+3
325.20	5.789	3.93300E+3
325.30	5.790	3.94380E+3
325.40	5.792	3.95390E+3
325.50	5.794	3.96410E+3
325.60	5.796	3.97350E+3
325.70	5.797	3.88520E+3
325.80	5.799	3.87660E+3
325.90	5.801	3.88810E+3
326.00	5.803	3.90090E+3
326.10	5.804	3.91380E+3
326.20	5.806	3.92600E+3
326.30	5.808	3.93840E+3
326.40	5.810	3.95020E+3
326.50	5.811	3.96280E+3
326.60	5.813	3.97380E+3
326.70	5.815	3.98460E+3
326.80	5.817	3.99440E+3
326.90	5.818	4.00360E+3
327.00	5.820	4.01150E+3
327.10	5.822	3.93150E+3
327.20	5.824	3.86320E+3
327.30	5.825	3.87270E+3
327.40	5.827	3.88590E+3
327.50	5.829	3.89960E+3
327.60	5.831	3.91200E+3
327.70	5.832	3.92380E+3
327.80	5.834	3.93560E+3
327.90	5.836	3.94760E+3
328.00	5.838	3.95890E+3
328.10	5.839	3.96970E+3
328.20	5.841	3.98080E+3
328.30	5.843	3.99090E+3
328.40	5.845	4.00110E+3
328.50	5.846	4.01060E+3
328.60	5.848	4.01810E+3
328.70	5.850	3.91640E+3
328.80	5.852	3.86340E+3
328.90	5.853	3.87370E+3
329.00	5.855	3.88640E+3
329.10	5.857	3.89860E+3
329.20	5.859	3.91140E+3
329.30	5.861	3.92480E+3
329.40	5.862	3.93650E+3
329.50	5.864	3.94800E+3
329.60	5.866	3.95910E+3
329.70	5.868	3.97010E+3
329.80	5.869	3.98090E+3
329.90	5.871	3.99110E+3
330.00	5.873	4.00160E+3
330.10	5.875	3.94910E+3
330.20	5.876	3.84660E+3
330.30	5.878	3.85650E+3
330.40	5.880	3.86890E+3
330.50	5.881	3.88220E+3
330.60	5.883	3.89430E+3
330.70	5.885	3.90580E+3
330.80	5.887	3.91770E+3
330.90	5.888	3.93000E+3
331.00	5.890	3.94100E+3
331.10	5.892	3.95240E+3
331.20	5.894	3.96410E+3
331.30	5.895	3.97470E+3
331.40	5.897	3.98550E+3
331.50	5.899	3.99590E+3
331.60	5.901	4.00520E+3
331.70	5.902	4.01380E+3
331.80	5.904	4.02150E+3
331.90	5.906	3.92240E+3
332.00	5.908	3.90430E+3
332.10	5.910	3.91300E+3
332.20	5.911	3.92600E+3
332.30	5.913	3.93910E+3
332.40	5.915	3.95180E+3
332.50	5.917	3.96400E+3
332.60	5.919	3.97570E+3
332.70	5.921	3.98720E+3
332.80	5.922	3.99820E+3
332.90	5.924	4.00860E+3
333.00	5.926	4.01800E+3
333.10	5.928	4.02520E+3
333.20	5.930	4.00420E+3
333.30	5.931	3.90300E+3
333.40	5.933	3.91000E+3
333.50	5.935	3.92250E+3
333.60	5.937	3.93520E+3
333.70	5.939	3.94840E+3
333.80	5.940	3.96070E+3
333.90	5.942	3.97270E+3
334.00	5.944	3.98400E+3
334.10	5.946	3.99560E+3
334.20	5.948	4.00550E+3
334.30	5.949	4.01510E+3
334.40	5.951	3.85730E+3
334.50	5.953	3.86050E+3
334.60	5.955	3.87250E+3
334.70	5.957	3.88520E+3
334.80	5.958	3.89820E+3
334.90	5.960	3.91210E+3
335.00	5.962	3.92430E+3
335.10	5.964	3.93590E+3
335.20	5.965	3.94690E+3
335.30	5.967	3.95890E+3
335.40	5.969	3.96950E+3
335.50	5.971	3.98070E+3
335.60	5.973	3.99030E+3
335.70	5.974	3.99910E+3
335.80	5.976	3.85700E+3
335.90	5.978	3.86450E+3
336.00	5.980	3.87710E+3
336.10	5.982	3.88980E+3
336.20	5.983	3.90290E+3
336.30	5.985	3.91550E+3
336.40	5.987	3.92790E+3
336.50	5.989	3.94020E+3
336.60	5.991	3.95250E+3
336.70	5.992	3.96400E+3
336.80	5.994	3.97540E+3
336.90	5.996	3.98690E+3
337.00	5.998	3.99700E+3
337.10	6.000	4.00710E+3
337.20	6.001	4.01610E+3
337.30	6.003	3.98470E+3
337.40	6.005	3.98230E+3
337.50	6.007	3.98890E+3
337.60	6.008	3.99800E+3
337.70	6.010	4.00760E+3
337.80	6.012	4.01600E+3
337.90	6.014	4.02260E+3
338.00	6.015	4.02120E+3
338.10	6.017	4.00300E+3
338.20	6.019	3.99980E+3
338.30	6.021	4.00180E+3
338.40	6.023	4.00580E+3
338.50	6.024	3.90940E+3
338.60	6.026	3.91270E+3
338.70	6.028	3.92520E+3
338.80	6.030	3.93620E+3
338.90	6.031	3.94760E+3
339.00	6.033	3.95950E+3
339.10	6.035	3.97080E+3
339.20	6.037	3.98170E+3
339.30	6.038	3.99210E+3
339.40	6.040	4.00180E+3
339.50	6.042	4.01170E+3
339.60	6.044	4.02130E+3
339.70	6.045	4.02820E+3
339.80	6.047	4.03330E+3
339.90	6.049	3.90540E+3
340.00	6.051	3.91010E+3
340.10	6.052	3.92210E+3
340.20	6.054	3.93450E+3
340.30	6.056	3.94760E+3
340.40	6.058	3.95910E+3
340.50	6.059	3.97190E+3
340.60	6.061	3.98310E+3
340.70	6.063	3.99440E+3
340.80	6.065	4.00530E+3
340.90	6.066	4.01570E+3
341.00	6.068	4.02560E+3
341.10	6.070	4.03410E+3
341.20	6.072	4.04180E+3
341.30	6.073	4.04600E+3
341.40	6.075	3.92480E+3
341.50	6.077	3.93240E+3
341.60	6.079	3.94470E+3
341.70	6.080	3.95730E+3
341.80	6.082	3.96970E+3
341.90	6.084	3.98160E+3
342.00	6.086	3.99420E+3
342.10	6.087	4.00500E+3
342.20	6.089	4.01590E+3
342.30	6.091	4.02660E+3
342.40	6.093	4.03720E+3
342.50	6.094	4.04650E+3
342.60	6.096	4.04110E+3
342.70	6.098	3.86600E+3
342.80	6.100	3.87370E+3
342.90	6.101	3.88680E+3
343.00	6.103	3.89960E+3
343.10	6.105	3.91270E+3
343.20	6.107	3.92510E+3
343.30	6.108	3.93740E+3
343.40	6.110	3.94930E+3
343.50	6.112	3.96100E+3
343.60	6.114	3.97240E+3
343.70	6.115	3.98340E+3
343.80	6.117	3.99390E+3
343.90	6.119	4.00390E+3
344.00	6.121	4.01410E+3
344.10	6.122	4.02300E+3
344.20	6.124	4.03160E+3
344.30	6.126	4.03840E+3
344.40	6.128	3.92170E+3
344.50	6.129	3.92680E+3
344.60	6.131	3.93860E+3
344.70	6.133	3.95100E+3
344.80	6.135	3.96370E+3
344.90	6.136	3.97560E+3
345.00	6.138	3.98800E+3
345.10	6.140	3.99940E+3
345.20	6.142	4.01120E+3
345.30	6.143	4.02230E+3
345.40	6.145	4.03270E+3
345.50	6.147	4.04280E+3
345.60	6.148	4.05150E+3
345.70	6.150	4.05790E+3
345.80	6.152	3.90240E+3
345.90	6.154	3.89820E+3
346.00	6.156	3.91000E+3
346.10	6.157	3.92380E+3
346.20	6.159	3.93700E+3
346.30	6.161	3.94960E+3
346.40	6.163	3.96230E+3
346.50	6.165	3.97500E+3
346.60	6.167	3.98650E+3
346.70	6.168	3.99790E+3
346.80	6.170	4.00880E+3
346.90	6.172	4.01950E+3
347.00	6.174	4.02920E+3
347.10	6.176	4.03840E+3
347.20	6.177	3.90430E+3
347.30	6.179	3.89780E+3
347.40	6.181	3.90940E+3
347.50	6.183	3.92220E+3
347.60	6.184	3.93520E+3
347.70	6.186	3.94790E+3
347.80	6.188	3.96090E+3
347.90	6.190	3.97330E+3
348.00	6.192	3.98590E+3
348.10	6.194	3.99740E+3
348.20	6.195	4.00950E+3
348.30	6.197	4.02050E+3
348.40	6.199	4.03120E+3
348.50	6.201	4.04110E+3
348.60	6.203	4.04990E+3
348.70	6.204	3.95730E+3
348.80	6.206	3.94360E+3
348.90	6.208	3.95380E+3
349.00	6.210	3.96710E+3
349.10	6.211	3.97970E+3
