Время_[с]	Перемещение_[мм]	Усилие_[Н]
87.10	1.556	2.78460E+3
87.20	1.557	2.79790E+3
87.30	1.559	2.80920E+3
87.40	1.561	2.81890E+3
87.50	1.563	2.78690E+3
87.60	1.564	2.76850E+3
87.70	1.566	2.78000E+3
87.80	1.568	2.79290E+3
87.90	1.570	2.80470E+3
88.00	1.571	2.81640E+3
88.10	1.573	2.82610E+3
88.20	1.575	2.83330E+3
88.30	1.576	2.82820E+3
88.40	1.578	2.82140E+3
88.50	1.580	2.82280E+3
88.60	1.582	2.82200E+3
88.70	1.583	2.81800E+3
88.80	1.585	2.82490E+3
88.90	1.587	2.83330E+3
89.00	1.589	2.84050E+3
89.10	1.590	2.84600E+3
89.20	1.592	2.78760E+3
89.30	1.594	2.79110E+3
89.40	1.596	2.80320E+3
89.50	1.598	2.81540E+3
89.60	1.599	2.82720E+3
89.70	1.601	2.83770E+3
89.80	1.603	2.84630E+3
89.90	1.605	2.85340E+3
90.00	1.606	2.85710E+3
90.10	1.608	2.78510E+3
90.20	1.610	2.78940E+3
90.30	1.612	2.80160E+3
90.40	1.613	2.81530E+3
90.50	1.615	2.82700E+3
90.60	1.617	2.83890E+3
90.70	1.619	2.84860E+3
90.80	1.620	2.85660E+3
90.90	1.622	2.80770E+3
91.00	1.624	2.80010E+3
91.10	1.626	2.81230E+3
91.20	1.627	2.82530E+3
91.30	1.629	2.83700E+3
91.40	1.631	2.84870E+3
91.50	1.633	2.85860E+3
91.60	1.634	2.86640E+3
91.70	1.636	2.87230E+3
91.80	1.638	2.82170E+3
91.90	1.639	2.80300E+3
92.00	1.641	2.81430E+3
92.10	1.643	2.82740E+3
92.20	1.645	2.84010E+3
92.30	1.646	2.85100E+3
92.40	1.648	2.86170E+3
92.50	1.650	2.86980E+3
92.60	1.652	2.81150E+3
92.70	1.654	2.81380E+3
92.80	1.655	2.82620E+3
92.90	1.657	2.84020E+3
93.00	1.659	2.85200E+3
93.10	1.661	2.86330E+3
93.20	1.663	2.87280E+3
93.30	1.665	2.87540E+3
93.40	1.666	2.82450E+3
93.50	1.668	2.82950E+3
93.60	1.670	2.84190E+3
93.70	1.672	2.85450E+3
93.80	1.674	2.86590E+3
93.90	1.675	2.87520E+3
94.00	1.677	2.84010E+3
94.10	1.679	2.84200E+3
94.20	1.681	2.85280E+3
94.30	1.683	2.86380E+3
94.40	1.684	2.87360E+3
94.50	1.686	2.83790E+3
94.60	1.688	2.82850E+3
94.70	1.690	2.83640E+3
94.80	1.692	2.84810E+3
94.90	1.694	2.85820E+3
95.00	1.695	2.86890E+3
95.10	1.697	2.87570E+3
95.20	1.699	2.84690E+3
95.30	1.701	2.84660E+3
95.40	1.703	2.85720E+3
95.50	1.704	2.86970E+3
95.60	1.706	2.88000E+3
95.70	1.708	2.88840E+3
95.80	1.710	2.89500E+3
95.90	1.712	2.83130E+3
96.00	1.713	2.83850E+3
96.10	1.715	2.85110E+3
96.20	1.717	2.86420E+3
96.30	1.719	2.87610E+3
96.40	1.721	2.87690E+3
96.50	1.723	2.83200E+3
96.60	1.724	2.84200E+3
96.70	1.726	2.85500E+3
96.80	1.728	2.86820E+3
96.90	1.730	2.88030E+3
97.00	1.731	2.88560E+3
97.10	1.733	2.86120E+3
97.20	1.735	2.86660E+3
97.30	1.737	2.87830E+3
97.40	1.739	2.88970E+3
97.50	1.741	2.89850E+3
97.60	1.742	2.89960E+3
97.70	1.744	2.89240E+3
97.80	1.746	2.87580E+3
97.90	1.748	2.87290E+3
98.00	1.750	2.87420E+3
98.10	1.751	2.87720E+3
98.20	1.753	2.88510E+3
98.30	1.755	2.89360E+3
98.40	1.757	2.90210E+3
98.50	1.758	2.90850E+3
98.60	1.760	2.87790E+3
98.70	1.762	2.87800E+3
98.80	1.764	2.88640E+3
98.90	1.766	2.89510E+3
99.00	1.767	2.89910E+3
99.10	1.769	2.89820E+3
99.20	1.771	2.89420E+3
99.30	1.773	2.89830E+3
99.40	1.775	2.90650E+3
99.50	1.776	2.91270E+3
99.60	1.778	2.91710E+3
99.70	1.780	2.92010E+3
99.80	1.782	2.85650E+3
99.90	1.783	2.86040E+3
100.00	1.785	2.87220E+3
100.10	1.787	2.88430E+3
100.20	1.788	2.89680E+3
100.30	1.790	2.90760E+3
100.40	1.792	2.91700E+3
100.50	1.794	2.92450E+3
100.60	1.795	2.93050E+3
100.70	1.797	2.93530E+3
100.80	1.799	2.93860E+3
100.90	1.801	2.93290E+3
101.00	1.802	2.89800E+3
101.10	1.804	2.90390E+3
101.20	1.806	2.91510E+3
101.30	1.808	2.92620E+3
101.40	1.809	2.93490E+3
101.50	1.811	2.94240E+3
101.60	1.813	2.88960E+3
101.70	1.815	2.86870E+3
101.80	1.816	2.87960E+3
101.90	1.818	2.89290E+3
102.00	1.820	2.90510E+3
102.10	1.822	2.91690E+3
102.20	1.823	2.92870E+3
102.30	1.825	2.93870E+3
102.40	1.827	2.94650E+3
102.50	1.829	2.95330E+3
102.60	1.830	2.95880E+3
102.70	1.832	2.88650E+3
102.80	1.834	2.89000E+3
102.90	1.836	2.90180E+3
103.00	1.837	2.91470E+3
103.10	1.839	2.92640E+3
103.20	1.841	2.93910E+3
103.30	1.843	2.94870E+3
103.40	1.844	2.95710E+3
103.50	1.846	2.96170E+3
103.60	1.848	2.92520E+3
103.70	1.850	2.92770E+3
103.80	1.851	2.93760E+3
103.90	1.853	2.94760E+3
104.00	1.855	2.95660E+3
104.10	1.857	2.95190E+3
104.20	1.859	2.89380E+3
104.30	1.860	2.90380E+3
104.40	1.862	2.91660E+3
104.50	1.864	2.92920E+3
104.60	1.866	2.94100E+3
104.70	1.867	2.95170E+3
104.80	1.869	2.96140E+3
104.90	1.871	2.96920E+3
105.00	1.873	2.97550E+3
105.10	1.874	2.97970E+3
105.20	1.876	2.93480E+3
105.30	1.878	2.93390E+3
105.40	1.880	2.94360E+3
105.50	1.881	2.95460E+3
105.60	1.883	2.96420E+3
105.70	1.885	2.97260E+3
105.80	1.886	2.97690E+3
105.90	1.888	2.89670E+3
106.00	1.890	2.90360E+3
106.10	1.892	2.91580E+3
106.20	1.893	2.92830E+3
106.30	1.895	2.93950E+3
106.40	1.897	2.95100E+3
106.50	1.899	2.96180E+3
106.60	1.900	2.97110E+3
106.70	1.902	2.93820E+3
106.80	1.904	2.92720E+3
106.90	1.906	2.93930E+3
107.00	1.908	2.95220E+3
107.10	1.909	2.96450E+3
107.20	1.911	2.97560E+3
107.30	1.913	2.98390E+3
107.40	1.915	2.99130E+3
107.50	1.917	2.98510E+3
107.60	1.919	2.93560E+3
107.70	1.921	2.94520E+3
107.80	1.922	2.95890E+3
107.90	1.924	2.97160E+3
108.00	1.926	2.98260E+3
108.10	1.928	2.99180E+3
108.20	1.930	2.99870E+3
108.30	1.931	2.99630E+3
108.40	1.933	2.93390E+3
108.50	1.935	2.92240E+3
108.60	1.937	2.93230E+3
108.70	1.939	2.94490E+3
108.80	1.940	2.95810E+3
108.90	1.942	2.96950E+3
109.00	1.944	2.97960E+3
109.10	1.946	2.98900E+3
109.20	1.948	2.95000E+3
109.30	1.950	2.95180E+3
109.40	1.951	2.96320E+3
109.50	1.953	2.97540E+3
109.60	1.955	2.98740E+3
109.70	1.957	2.99760E+3
109.80	1.959	3.00320E+3
109.90	1.960	3.00790E+3
110.00	1.962	3.00660E+3
110.10	1.964	2.99590E+3
110.20	1.966	2.99790E+3
110.30	1.968	3.00480E+3
110.40	1.969	3.01040E+3
110.50	1.971	3.01480E+3
110.60	1.973	2.91050E+3
110.70	1.975	2.91670E+3
110.80	1.977	2.92990E+3
110.90	1.978	2.94290E+3
111.00	1.980	2.95600E+3
111.10	1.982	2.96780E+3
111.20	1.984	2.97890E+3
111.30	1.986	2.98980E+3
111.40	1.987	3.00040E+3
111.50	1.989	3.00870E+3
111.60	1.991	2.97390E+3
111.70	1.993	2.96510E+3
111.80	1.995	2.97070E+3
111.90	1.996	2.97950E+3
112.00	1.998	2.98870E+3
112.10	2.000	2.99870E+3
112.20	2.002	3.00820E+3
112.30	2.004	3.01510E+3
112.40	2.005	3.02050E+3
112.50	2.007	3.02560E+3
112.60	2.009	3.02910E+3
112.70	2.011	2.96330E+3
112.80	2.012	2.96580E+3
112.90	2.014	2.97820E+3
113.00	2.016	2.99020E+3
113.10	2.018	3.00210E+3
113.20	2.020	3.01290E+3
113.30	2.021	3.02250E+3
113.40	2.023	3.03030E+3
113.50	2.025	3.01410E+3
113.60	2.027	2.99720E+3
113.70	2.029	2.99780E+3
113.80	2.030	2.98040E+3
113.90	2.032	2.94770E+3
114.00	2.034	2.95730E+3
114.10	2.036	2.96990E+3
114.20	2.037	2.98200E+3
114.30	2.039	2.99410E+3
114.40	2.041	3.00650E+3
114.50	2.042	3.01710E+3
114.60	2.044	3.02690E+3
114.70	2.046	3.03510E+3
114.80	2.048	3.04080E+3
114.90	2.049	2.96480E+3
115.00	2.051	2.97310E+3
115.10	2.053	2.98610E+3
115.20	2.055	2.99850E+3
115.30	2.056	3.01130E+3
115.40	2.058	3.02260E+3
115.50	2.060	3.03350E+3
115.60	2.062	3.04200E+3
115.70	2.063	3.04900E+3
115.80	2.065	3.05430E+3
115.90	2.067	2.97310E+3
116.00	2.069	2.97920E+3
116.10	2.070	2.99120E+3
116.20	2.072	3.00360E+3
116.30	2.074	3.01600E+3
116.40	2.076	3.02710E+3
116.50	2.077	3.03730E+3
116.60	2.079	3.04600E+3
116.70	2.081	3.02920E+3
116.80	2.083	3.00880E+3
116.90	2.084	3.01860E+3
117.00	2.086	3.03080E+3
117.10	2.088	3.04280E+3
117.20	2.090	3.05350E+3
117.30	2.091	3.06000E+3
117.40	2.093	3.06550E+3
117.50	2.095	3.00140E+3
117.60	2.097	3.00660E+3
117.70	2.098	3.01820E+3
117.80	2.100	3.03000E+3
117.90	2.102	3.04180E+3
118.00	2.104	3.05190E+3
118.10	2.106	3.02400E+3
118.20	2.107	2.98400E+3
118.30	2.109	2.99440E+3
118.40	2.111	3.00750E+3
118.50	2.113	3.02050E+3
118.60	2.114	3.03210E+3
118.70	2.116	3.04340E+3
118.80	2.118	3.05280E+3
118.90	2.120	2.99060E+3
119.00	2.121	2.99480E+3
119.10	2.123	3.00820E+3
119.20	2.125	3.02070E+3
119.30	2.127	3.03330E+3
119.40	2.128	3.04490E+3
119.50	2.130	3.05530E+3
119.60	2.132	3.06390E+3
119.70	2.133	3.07130E+3
119.80	2.135	3.07750E+3
119.90	2.137	3.05420E+3
120.00	2.139	3.05050E+3
120.10	2.140	3.03750E+3
120.20	2.142	3.04090E+3
120.30	2.144	3.05060E+3
120.40	2.146	3.06040E+3
120.50	2.147	3.06830E+3
120.60	2.149	3.07390E+3
120.70	2.151	3.07740E+3
120.80	2.153	3.08020E+3
120.90	2.155	3.08330E+3
121.00	2.156	3.07060E+3
121.10	2.158	3.07300E+3
121.20	2.160	3.08030E+3
121.30	2.162	3.08610E+3
121.40	2.164	3.07330E+3
121.50	2.166	3.01250E+3
121.60	2.167	3.02190E+3
121.70	2.169	3.03420E+3
121.80	2.171	3.04650E+3
121.90	2.175	3.00870E+3
122.10	2.176	3.01960E+3
122.20	2.178	3.03290E+3
122.30	2.180	3.04600E+3
122.40	2.182	3.05790E+3
122.50	2.184	3.06970E+3
122.60	2.185	3.07860E+3
122.70	2.187	3.01670E+3
122.80	2.189	3.02540E+3
122.90	2.191	3.03870E+3
123.00	2.193	3.05140E+3
123.10	2.195	3.06470E+3
123.20	2.196	3.07710E+3
123.30	2.198	3.08730E+3
123.40	2.200	3.09550E+3
123.50	2.202	3.10110E+3
123.60	2.204	3.07940E+3
123.70	2.205	3.07030E+3
123.80	2.207	3.07630E+3
123.90	2.209	3.08600E+3
124.00	2.211	3.09570E+3
124.10	2.213	3.10190E+3
124.20	2.214	3.10330E+3
124.30	2.216	3.10680E+3
124.40	2.218	3.04350E+3
124.50	2.220	3.04570E+3
124.60	2.222	3.05780E+3
124.70	2.223	3.07120E+3
124.80	2.225	3.08410E+3
124.90	2.227	3.09540E+3
125.00	2.229	3.10600E+3
125.10	2.231	3.11410E+3
125.20	2.232	3.12030E+3
125.30	2.234	3.11260E+3
125.40	2.236	3.06510E+3
125.50	2.238	3.07380E+3
125.60	2.240	3.08710E+3
125.70	2.242	3.09880E+3
125.80	2.243	3.10810E+3
125.90	2.245	3.11240E+3
126.00	2.247	3.07550E+3
126.10	2.249	3.04900E+3
126.20	2.251	3.05770E+3
126.30	2.252	3.06970E+3
126.40	2.254	3.08190E+3
126.50	2.256	3.09210E+3
126.60	2.258	3.03330E+3
126.70	2.259	3.03920E+3
126.80	2.261	3.05230E+3
126.90	2.263	3.06460E+3
127.00	2.265	3.07790E+3
127.10	2.267	3.09030E+3
127.20	2.268	3.10180E+3
127.30	2.270	3.11220E+3
127.40	2.272	3.12040E+3
127.50	2.274	3.12820E+3
127.60	2.275	3.13330E+3
127.70	2.277	3.06240E+3
127.80	2.279	3.07010E+3
127.90	2.281	3.08340E+3
128.00	2.282	3.09550E+3
128.10	2.284	3.10830E+3
128.20	2.286	3.11970E+3
128.30	2.288	3.13040E+3
128.40	2.289	3.13940E+3
128.50	2.291	3.14600E+3
128.60	2.293	3.15200E+3
128.70	2.295	3.15660E+3
128.80	2.296	3.15690E+3
128.90	2.298	3.09860E+3
129.00	2.300	3.10640E+3
129.10	2.302	3.11860E+3
129.20	2.303	3.13000E+3
129.30	2.305	3.14120E+3
129.40	2.307	3.15150E+3
129.50	2.309	3.10180E+3
129.60	2.310	3.08210E+3
129.70	2.312	3.09290E+3
129.80	2.314	3.10570E+3
129.90	2.316	3.11860E+3
130.00	2.317	3.12980E+3
130.10	2.319	3.14130E+3
130.20	2.321	3.15090E+3
130.30	2.323	3.15890E+3
130.40	2.324	3.16450E+3
130.50	2.326	3.07940E+3
130.60	2.328	3.08240E+3
130.70	2.330	3.09500E+3
130.80	2.331	3.10780E+3
130.90	2.333	3.12040E+3
131.00	2.335	3.13210E+3
131.10	2.337	3.14280E+3
131.20	2.338	3.15340E+3
131.30	2.340	3.16100E+3
131.40	2.342	3.10020E+3
131.50	2.344	3.10610E+3
131.60	2.345	3.11900E+3
131.70	2.347	3.13210E+3
131.80	2.349	3.14360E+3
131.90	2.351	3.15450E+3
132.00	2.352	3.16370E+3
132.10	2.354	3.13970E+3
132.20	2.356	3.10170E+3
132.30	2.358	3.11140E+3
132.40	2.359	3.12380E+3
132.50	2.361	3.13570E+3
132.60	2.363	3.14710E+3
132.70	2.365	3.15570E+3
132.80	2.367	3.15830E+3
132.90	2.368	3.13250E+3
133.00	2.370	3.10860E+3
133.10	2.372	3.11020E+3
133.20	2.374	3.11920E+3
133.30	2.375	3.12940E+3
133.40	2.377	3.13980E+3
133.50	2.379	3.14970E+3
133.60	2.380	3.15910E+3
133.70	2.382	3.16620E+3
133.80	2.384	3.13490E+3
133.90	2.386	3.10470E+3
134.00	2.387	3.11500E+3
134.10	2.389	3.12690E+3
134.20	2.391	3.13940E+3
134.30	2.393	3.15110E+3
134.40	2.394	3.16220E+3
134.50	2.396	3.17190E+3
134.60	2.398	3.17820E+3
134.70	2.400	3.10810E+3
134.80	2.401	3.09100E+3
134.90	2.403	3.10230E+3
135.00	2.405	3.11510E+3
135.10	2.407	3.12800E+3
135.20	2.409	3.13950E+3
135.30	2.410	3.11280E+3
135.40	2.412	3.08870E+3
135.50	2.414	3.10010E+3
135.60	2.416	3.11430E+3
135.70	2.418	3.12770E+3
135.80	2.420	3.14020E+3
135.90	2.421	3.15330E+3
136.00	2.423	3.16430E+3
136.10	2.425	3.17430E+3
136.20	2.427	3.18270E+3
136.30	2.429	3.18850E+3
136.40	2.430	3.08860E+3
136.50	2.432	3.09530E+3
136.60	2.434	3.10890E+3
136.70	2.436	3.12150E+3
136.80	2.438	3.13460E+3
136.90	2.440	3.14820E+3
137.00	2.441	3.15940E+3
137.10	2.443	3.17000E+3
137.20	2.445	3.17970E+3
137.30	2.447	3.18730E+3
137.40	2.449	3.09250E+3
137.50	2.450	3.09910E+3
137.60	2.452	3.11220E+3
137.70	2.454	3.12550E+3
137.80	2.456	3.13870E+3
137.90	2.458	3.15040E+3
138.00	2.460	3.16180E+3
138.10	2.461	3.17250E+3
138.20	2.463	3.18110E+3
138.30	2.465	3.18720E+3
138.40	2.467	3.18410E+3
138.50	2.469	3.15150E+3
138.60	2.470	3.16060E+3
138.70	2.472	3.17290E+3
138.80	2.474	3.18460E+3
138.90	2.476	3.19370E+3
139.00	2.478	3.12820E+3
139.10	2.479	3.11530E+3
139.20	2.481	3.12330E+3
139.30	2.483	3.13510E+3
139.40	2.485	3.14730E+3
139.50	2.487	3.15840E+3
139.60	2.488	3.16960E+3
139.70	2.490	3.17380E+3
139.80	2.492	3.17040E+3
139.90	2.494	3.17600E+3
140.00	2.496	3.18360E+3
140.10	2.497	3.18900E+3
140.20	2.499	3.18910E+3
140.30	2.501	3.18110E+3
140.40	2.503	3.18360E+3
140.50	2.505	3.19040E+3
140.60	2.506	3.19710E+3
140.70	2.508	3.20140E+3
140.80	2.510	3.20330E+3
140.90	2.512	3.13060E+3
141.00	2.513	3.13280E+3
141.10	2.515	3.14430E+3
141.20	2.517	3.15640E+3
141.30	2.519	3.16840E+3
141.40	2.521	3.17970E+3
141.50	2.522	3.19050E+3
141.60	2.524	3.19990E+3
141.70	2.526	3.20710E+3
141.80	2.528	3.13430E+3
141.90	2.529	3.13950E+3
142.00	2.531	3.15220E+3
142.10	2.533	3.16500E+3
142.20	2.535	3.17660E+3
142.30	2.536	3.18830E+3
142.40	2.538	3.19960E+3
142.50	2.540	3.20900E+3
142.60	2.542	3.21580E+3
142.70	2.543	3.22170E+3
142.80	2.545	3.22380E+3
142.90	2.547	3.22590E+3
143.00	2.549	3.22900E+3
143.10	2.550	3.23210E+3
143.20	2.552	3.23450E+3
143.30	2.554	3.22230E+3
143.40	2.556	3.16560E+3
143.50	2.557	3.17200E+3
143.60	2.559	3.18320E+3
143.70	2.561	3.19580E+3
143.80	2.563	3.20690E+3
143.90	2.564	3.21670E+3
144.00	2.566	3.22420E+3
144.10	2.568	3.22030E+3
144.20	2.570	3.15600E+3
144.30	2.571	3.16440E+3
144.40	2.573	3.17730E+3
144.50	2.575	3.18900E+3
144.60	2.577	3.20080E+3
144.70	2.578	3.21250E+3
144.80	2.580	3.22230E+3
144.90	2.582	3.22630E+3
145.00	2.584	3.20080E+3
145.10	2.585	3.19980E+3
145.20	2.587	3.20850E+3
145.30	2.589	3.21890E+3
145.40	2.591	3.22770E+3
145.50	2.592	3.23450E+3
145.60	2.594	3.23810E+3
145.70	2.596	3.23880E+3
145.80	2.598	3.23780E+3
145.90	2.599	3.23630E+3
146.00	2.601	3.23980E+3
146.10	2.603	3.24620E+3
146.20	2.605	3.25230E+3
146.30	2.606	3.25810E+3
146.40	2.608	3.26310E+3
146.50	2.610	3.26580E+3
146.60	2.612	3.20230E+3
146.70	2.613	3.20520E+3
146.80	2.615	3.21600E+3
146.90	2.617	3.22640E+3
147.00	2.619	3.23730E+3
147.10	2.620	3.24630E+3
147.20	2.622	3.25160E+3
147.30	2.624	3.25540E+3
147.40	2.626	3.26010E+3
147.50	2.627	3.26500E+3
147.60	2.629	3.27020E+3
147.70	2.631	3.27470E+3
147.80	2.633	3.27960E+3
147.90	2.634	3.28350E+3
148.00	2.636	3.20500E+3
148.10	2.638	3.21020E+3
148.20	2.640	3.22280E+3
148.30	2.641	3.23410E+3
148.40	2.643	3.24650E+3
148.50	2.645	3.25730E+3
148.60	2.647	3.26740E+3
148.70	2.648	3.27640E+3
148.80	2.650	3.28290E+3
148.90	2.652	3.28910E+3
149.00	2.654	3.20670E+3
149.10	2.655	3.17670E+3
149.20	2.657	3.18760E+3
149.30	2.659	3.20040E+3
149.40	2.661	3.21360E+3
149.50	2.663	3.22620E+3
149.60	2.665	3.23850E+3
149.70	2.666	3.25090E+3
149.80	2.668	3.26150E+3
149.90	2.670	3.27160E+3
150.00	2.672	3.28100E+3
150.10	2.674	3.28850E+3
150.20	2.676	3.29430E+3
150.30	2.677	3.22100E+3
150.40	2.679	3.17810E+3
150.50	2.681	3.18720E+3
150.60	2.683	3.19940E+3
150.70	2.684	3.21220E+3
150.80	2.686	3.22420E+3
150.90	2.688	3.23770E+3
151.00	2.690	3.24810E+3
151.10	2.692	3.25880E+3
151.20	2.694	3.26780E+3
151.30	2.696	3.27580E+3
151.40	2.697	3.23390E+3
151.50	2.699	3.20820E+3
151.60	2.701	3.21780E+3
151.70	2.703	3.23110E+3
151.80	2.705	3.24450E+3
151.90	2.706	3.25640E+3
152.00	2.708	3.26780E+3
152.10	2.710	3.27830E+3
152.20	2.712	3.28740E+3
152.30	2.713	3.29450E+3
152.40	2.715	3.29980E+3
152.50	2.717	3.30320E+3
152.60	2.719	3.20870E+3
152.70	2.721	3.21310E+3
152.80	2.723	3.22540E+3
152.90	2.724	3.23730E+3
153.00	2.726	3.24990E+3
153.10	2.728	3.26100E+3
153.20	2.730	3.27200E+3
153.30	2.731	3.28120E+3
153.40	2.733	3.29050E+3
153.50	2.735	3.29760E+3
153.60	2.737	3.30320E+3
153.70	2.739	3.22310E+3
153.80	2.741	3.23140E+3
153.90	2.742	3.24490E+3
154.00	2.744	3.25740E+3
154.10	2.746	3.27000E+3
154.20	2.748	3.28160E+3
154.30	2.750	3.29260E+3
154.40	2.751	3.30210E+3
154.50	2.753	3.30960E+3
154.60	2.755	3.31580E+3
154.70	2.757	3.25640E+3
154.80	2.758	3.24080E+3
154.90	2.760	3.25150E+3
155.00	2.762	3.26400E+3
155.10	2.764	3.27620E+3
155.20	2.766	3.28780E+3
155.30	2.767	3.29830E+3
155.40	2.769	3.28240E+3
155.50	2.771	3.22920E+3
155.60	2.773	3.23910E+3
155.70	2.775	3.25180E+3
155.80	2.776	3.26430E+3
155.90	2.778	3.27690E+3
156.00	2.780	3.28800E+3
156.10	2.781	3.29860E+3
156.20	2.783	3.30790E+3
156.30	2.785	3.31610E+3
156.40	2.787	3.32190E+3
156.50	2.788	3.23240E+3
156.60	2.790	3.23580E+3
156.70	2.792	3.24790E+3
156.80	2.794	3.26040E+3
156.90	2.795	3.27190E+3
157.00	2.797	3.28340E+3
157.10	2.799	3.29430E+3
157.20	2.801	3.30430E+3
157.30	2.802	3.31310E+3
157.40	2.804	3.30570E+3
157.50	2.806	3.25680E+3
157.60	2.808	3.26590E+3
157.70	2.809	3.27890E+3
157.80	2.811	3.29050E+3
157.90	2.813	3.30270E+3
158.00	2.815	3.31330E+3
158.10	2.816	3.32200E+3
158.20	2.818	3.32850E+3
158.30	2.820	3.33170E+3
158.40	2.822	3.29750E+3
158.50	2.823	3.28850E+3
158.60	2.825	3.29240E+3
158.70	2.827	3.30220E+3
158.80	2.829	3.31230E+3
158.90	2.830	3.32140E+3
159.00	2.832	3.32930E+3
159.10	2.834	3.33480E+3
159.20	2.836	3.33910E+3
159.30	2.837	3.24150E+3
159.40	2.839	3.24800E+3
159.50	2.841	3.26070E+3
159.60	2.843	3.27320E+3
159.70	2.844	3.28560E+3
159.80	2.846	3.29760E+3
159.90	2.848	3.30910E+3
160.00	2.850	3.31890E+3
160.10	2.851	3.32860E+3
160.20	2.853	3.33750E+3
160.30	2.855	3.34480E+3
160.40	2.857	3.34940E+3
160.50	2.859	3.35270E+3
160.60	2.860	3.33700E+3
160.70	2.862	3.25700E+3
160.80	2.864	3.26540E+3
160.90	2.866	3.27780E+3
161.00	2.867	3.28960E+3
161.10	2.869	3.30130E+3
161.20	2.871	3.31360E+3
161.30	2.873	3.32320E+3
161.40	2.874	3.25680E+3
161.50	2.876	3.26440E+3
161.60	2.878	3.27710E+3
161.70	2.880	3.28950E+3
161.80	2.881	3.30170E+3
161.90	2.883	3.31310E+3
162.00	2.885	3.32340E+3
162.10	2.886	3.33370E+3
162.20	2.888	3.34280E+3
162.30	2.890	3.32380E+3
162.40	2.892	3.27370E+3
162.50	2.893	3.28320E+3
162.60	2.895	3.29610E+3
162.70	2.897	3.30830E+3
162.80	2.899	3.31970E+3
162.90	2.900	3.33130E+3
163.00	2.902	3.34220E+3
163.10	2.904	3.35070E+3
163.20	2.906	3.25920E+3
163.30	2.908	3.26710E+3
163.40	2.909	3.27980E+3
163.50	2.911	3.29330E+3
163.60	2.913	3.30630E+3
163.70	2.915	3.31880E+3
163.80	2.917	3.32990E+3
163.90	2.919	3.26280E+3
164.00	2.921	3.25620E+3
164.10	2.922	3.26900E+3
164.20	2.924	3.28250E+3
164.30	2.926	3.29570E+3
164.40	2.928	3.30790E+3
164.50	2.929	3.32050E+3
164.60	2.931	3.33210E+3
164.70	2.933	3.34300E+3
164.80	2.935	3.35220E+3
164.90	2.937	3.35480E+3
165.00	2.939	3.35050E+3
165.10	2.940	3.35180E+3
165.20	2.942	3.35620E+3
165.30	2.944	3.35270E+3
165.40	2.946	3.34460E+3
165.50	2.948	3.34930E+3
165.60	2.949	3.35680E+3
165.70	2.951	3.35850E+3
165.80	2.953	3.35520E+3
165.90	2.955	3.35520E+3
166.00	2.957	3.35980E+3
166.10	2.958	3.36600E+3
166.20	2.960	3.37130E+3
166.30	2.962	3.37490E+3
166.40	2.964	3.26020E+3
166.50	2.966	3.26710E+3
166.60	2.967	3.28030E+3
166.70	2.969	3.29340E+3
166.80	2.971	3.30640E+3
166.90	2.973	3.31880E+3
167.00	2.975	3.33050E+3
167.10	2.976	3.34120E+3
167.20	2.978	3.31030E+3
167.30	2.980	3.27850E+3
167.40	2.982	3.28930E+3
167.50	2.984	3.30300E+3
167.60	2.985	3.31650E+3
167.70	2.987	3.32890E+3
167.80	2.989	3.34230E+3
167.90	2.991	3.35330E+3
168.00	2.993	3.36340E+3
168.10	2.995	3.27880E+3
168.20	2.996	3.28500E+3
168.30	2.998	3.29830E+3
168.40	3.000	3.31180E+3
168.50	3.002	3.32470E+3
168.60	3.003	3.33650E+3
168.70	3.005	3.34890E+3
168.80	3.007	3.36050E+3
168.90	3.009	3.37010E+3
169.00	3.010	3.37840E+3
169.10	3.012	3.38490E+3
169.20	3.014	3.34350E+3
169.30	3.016	3.34390E+3
169.40	3.018	3.35510E+3
169.50	3.019	3.36640E+3
169.60	3.021	3.37780E+3
169.70	3.023	3.38690E+3
169.80	3.025	3.27970E+3
169.90	3.027	3.28520E+3
170.00	3.028	3.29810E+3
170.10	3.030	3.31040E+3
170.20	3.032	3.32240E+3
170.30	3.034	3.33460E+3
170.40	3.035	3.34590E+3
170.50	3.037	3.35700E+3
170.60	3.039	3.29960E+3
170.70	3.040	3.26580E+3
170.80	3.042	3.27640E+3
170.90	3.044	3.28980E+3
171.00	3.046	3.30260E+3
171.10	3.047	3.31480E+3
171.20	3.049	3.32670E+3
171.30	3.051	3.33820E+3
171.40	3.053	3.34990E+3
171.50	3.054	3.35990E+3
171.60	3.056	3.37020E+3
171.70	3.058	3.37800E+3
171.80	3.060	3.29170E+3
171.90	3.061	3.29860E+3
172.00	3.063	3.31160E+3
172.10	3.065	3.32490E+3
172.20	3.067	3.33710E+3
172.30	3.068	3.34920E+3
172.40	3.070	3.36020E+3
172.50	3.072	3.37210E+3
172.60	3.074	3.38120E+3
172.70	3.075	3.38950E+3
172.80	3.077	3.39620E+3
172.90	3.079	3.40080E+3
173.00	3.081	3.36390E+3
173.10	3.082	3.36430E+3
173.20	3.084	3.37220E+3
173.30	3.086	3.38140E+3
173.40	3.088	3.39060E+3
173.50	3.090	3.29590E+3
173.60	3.091	3.29920E+3
173.70	3.093	3.31190E+3
173.80	3.095	3.32470E+3
173.90	3.097	3.33750E+3
174.00	3.098	3.34940E+3
174.10	3.100	3.36070E+3
174.20	3.102	3.37140E+3
174.30	3.104	3.38190E+3
174.40	3.105	3.39280E+3
